,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
1843,FDY04,17.7,Regular,0.042468412999999997,Frozen Foods,162.421,OUT035,2004,Small,Tier 2,Supermarket Type1,1468.089
1853,FDU60,20.0,Regular,0.059889718,Baking Goods,168.5132,OUT035,2004,Small,Tier 2,Supermarket Type1,2874.9244
1862,FDT40,5.985,Low Fat,0.0,Frozen Foods,125.2678,OUT035,2004,Small,Tier 2,Supermarket Type1,1017.3424
1863,FDU20,19.35,Regular,0.021453492999999997,Fruits and Vegetables,120.3098,OUT035,2004,Small,Tier 2,Supermarket Type1,2530.7058
1884,FDH09,12.6,Low Fat,0.05606697,Seafood,50.7982,OUT035,2004,Small,Tier 2,Supermarket Type1,473.3838
1899,FDT26,18.85,Regular,0.067940657,Dairy,119.044,OUT035,2004,Small,Tier 2,Supermarket Type1,1198.44
1907,FDN25,7.895,Regular,0.061163967,Breakfast,59.2588,OUT035,2004,Small,Tier 2,Supermarket Type1,801.6232
1918,DRB48,16.75,Regular,0.024848787999999997,Soft Drinks,39.9822,OUT035,2004,Small,Tier 2,Supermarket Type1,746.3618
1925,FDP25,15.2,Low Fat,0.021203509,Canned,216.3824,OUT035,2004,Small,Tier 2,Supermarket Type1,6114.7072
1926,FDC05,13.1,Regular,0.098765906,Frozen Foods,196.3768,OUT035,2004,Small,Tier 2,Supermarket Type1,2167.8448
1934,NCH43,8.42,Low Fat,0.070555571,Household,216.0192,OUT035,2004,Small,Tier 2,Supermarket Type1,2372.9112
1940,FDR01,5.405,Regular,0.053611144000000006,Canned,197.7742,OUT035,2004,Small,Tier 2,Supermarket Type1,796.2968
1994,NCX29,10.0,Low Fat,0.089135671,Health and Hygiene,146.9102,OUT035,2004,Small,Tier 2,Supermarket Type1,3207.8244
1995,FDG22,17.6,Regular,0.041373331,Snack Foods,38.119,OUT035,2004,Small,Tier 2,Supermarket Type1,732.38
2000,FDJ50,8.645,Low Fat,0.021581922000000003,Canned,53.3982,OUT035,2004,Small,Tier 2,Supermarket Type1,1209.7586
2031,FDD47,7.6,Regular,0.14238384699999998,Starchy Foods,172.3448,OUT035,2004,Small,Tier 2,Supermarket Type1,2556.672
2034,NCC55,10.695,Low Fat,0.06375108,Household,36.7848,OUT035,2004,Small,Tier 2,Supermarket Type1,782.9808
2036,FDK44,16.6,Low Fat,0.12220437099999999,Fruits and Vegetables,173.5738,OUT035,2004,Small,Tier 2,Supermarket Type1,1911.5118
2048,FDT20,10.5,LF,0.041387618,Fruits and Vegetables,40.1164,OUT035,2004,Small,Tier 2,Supermarket Type1,849.5608
2057,FDA20,6.78,Low Fat,0.06660848700000001,Fruits and Vegetables,184.62400000000002,OUT035,2004,Small,Tier 2,Supermarket Type1,5406.295999999999
2058,FDE41,9.195,Regular,0.064002068,Frozen Foods,85.5566,OUT035,2004,Small,Tier 2,Supermarket Type1,930.1226
2072,FDE46,18.6,Low Fat,0.015766712,Snack Foods,152.9366,OUT035,2004,Small,Tier 2,Supermarket Type1,1662.5026
2078,FDC59,16.7,Regular,0.054618573,Starchy Foods,65.5168,OUT035,2004,Small,Tier 2,Supermarket Type1,1022.6688
2085,DRM35,9.695,Low Fat,0.070431235,Hard Drinks,177.5344,OUT035,2004,Small,Tier 2,Supermarket Type1,3033.3848
2104,FDZ60,20.5,Low Fat,0.119339241,Baking Goods,106.0596,OUT035,2004,Small,Tier 2,Supermarket Type1,970.7364
2113,FDC51,10.895,Regular,0.009620041999999999,Dairy,121.67299999999999,OUT035,2004,Small,Tier 2,Supermarket Type1,1970.7679999999998
2128,FDX43,5.655,Low Fat,0.085258864,Fruits and Vegetables,165.85,OUT035,2004,Small,Tier 2,Supermarket Type1,1830.95
2130,NCI54,15.2,Low Fat,0.033592687,Household,108.1912,OUT035,2004,Small,Tier 2,Supermarket Type1,1856.2504
2142,NCU05,11.8,Low Fat,0.05872513099999999,Health and Hygiene,82.3618,OUT035,2004,Small,Tier 2,Supermarket Type1,1208.427
2175,DRL47,19.7,Low Fat,0.038729457,Hard Drinks,127.3362,OUT035,2004,Small,Tier 2,Supermarket Type1,755.0172
2181,FDW01,14.5,Low Fat,0.064048405,Canned,153.4682,OUT035,2004,Small,Tier 2,Supermarket Type1,1677.1502
2192,FDY45,17.5,Low Fat,0.0,Snack Foods,253.0356,OUT035,2004,Small,Tier 2,Supermarket Type1,4578.0408
2198,FDX49,4.615,Regular,0.101812521,Canned,232.23,OUT035,2004,Small,Tier 2,Supermarket Type1,5126.66
2201,FDZ52,19.2,Low Fat,0.100055601,Frozen Foods,112.4886,OUT035,2004,Small,Tier 2,Supermarket Type1,1223.0746
2207,FDQ13,11.1,LF,0.010639596000000001,Canned,84.1908,OUT035,2004,Small,Tier 2,Supermarket Type1,755.0172
2210,NCG42,19.2,Low Fat,0.041220035,Household,131.231,OUT035,2004,Small,Tier 2,Supermarket Type1,3635.268
2213,FDR35,12.5,Low Fat,0.020693809,Breads,199.1742,OUT035,2004,Small,Tier 2,Supermarket Type1,4379.6324
2215,FDT45,15.85,Low Fat,0.057302606,Snack Foods,53.3956,OUT035,2004,Small,Tier 2,Supermarket Type1,600.5516
2217,DRE49,20.75,Low Fat,0.0,Soft Drinks,153.0024,OUT035,2004,Small,Tier 2,Supermarket Type1,2428.8384
2221,FDA31,7.1,Low Fat,0.109990885,Fruits and Vegetables,172.908,OUT035,2004,Small,Tier 2,Supermarket Type1,2769.728
2232,FDT03,21.25,Low Fat,0.009996872,Meat,185.5608,OUT035,2004,Small,Tier 2,Supermarket Type1,3123.9336
2262,NCF07,9.0,Low Fat,0.03201648,Household,99.6016,OUT035,2004,Small,Tier 2,Supermarket Type1,1922.8304
2275,FDQ33,13.35,Low Fat,0.091189915,Snack Foods,149.3708,OUT035,2004,Small,Tier 2,Supermarket Type1,4514.124
2280,FDS24,20.85,Regular,0.062212712999999996,Baking Goods,88.1514,OUT035,2004,Small,Tier 2,Supermarket Type1,1151.1682
2300,DRG37,16.2,Low Fat,0.019374768,Soft Drinks,155.8972,OUT035,2004,Small,Tier 2,Supermarket Type1,2025.3636
2304,FDP60,17.35,Low Fat,0.055908268,Baking Goods,99.8016,OUT035,2004,Small,Tier 2,Supermarket Type1,607.2096
2307,FDW28,18.25,Low Fat,0.088807455,Frozen Foods,197.3452,OUT035,2004,Small,Tier 2,Supermarket Type1,2740.4328
2310,FDQ12,12.65,Low Fat,0.035404052000000005,Baking Goods,230.601,OUT035,2004,Small,Tier 2,Supermarket Type1,2067.3089999999997
2311,FDR60,14.3,Low Fat,0.13039045800000001,Baking Goods,77.2328,OUT035,2004,Small,Tier 2,Supermarket Type1,231.6984
2348,FDL28,10.0,Regular,0.063162608,Frozen Foods,228.6668,OUT035,2004,Small,Tier 2,Supermarket Type1,3455.502
2353,FDR10,17.6,Low Fat,0.010037996,Snack Foods,163.5552,OUT035,2004,Small,Tier 2,Supermarket Type1,3086.6488
2355,FDR15,9.3,Regular,0.033431669,Meat,153.1314,OUT035,2004,Small,Tier 2,Supermarket Type1,4653.942
2362,FDK60,16.5,Regular,0.093846532,Baking Goods,95.7068,OUT035,2004,Small,Tier 2,Supermarket Type1,1069.2748
2368,FDC02,21.35,Low Fat,0.068809463,Canned,258.5278,OUT035,2004,Small,Tier 2,Supermarket Type1,5206.556
2369,FDT56,16.0,Regular,0.115570552,Fruits and Vegetables,57.5246,OUT035,2004,Small,Tier 2,Supermarket Type1,173.7738
2381,FDW34,9.6,Low Fat,0.0,Snack Foods,244.817,OUT035,2004,Small,Tier 2,Supermarket Type1,4374.306
2387,FDF35,15.0,Low Fat,0.15396020900000001,Starchy Foods,105.9938,OUT035,2004,Small,Tier 2,Supermarket Type1,1179.1318
2393,DRL35,15.7,low fat,0.030697825,Hard Drinks,42.876999999999995,OUT035,2004,Small,Tier 2,Supermarket Type1,1168.479
2411,FDE51,5.925,Regular,0.09644909,Dairy,43.8086,OUT035,2004,Small,Tier 2,Supermarket Type1,312.2602
2412,NCQ06,13.0,Low Fat,0.041816615,Household,254.5014,OUT035,2004,Small,Tier 2,Supermarket Type1,4845.0266
2420,FDU14,17.75,Low Fat,0.034746076,Dairy,248.275,OUT035,2004,Small,Tier 2,Supermarket Type1,998.7
2448,FDT09,15.15,Regular,0.012260981,Snack Foods,131.7284,OUT035,2004,Small,Tier 2,Supermarket Type1,1186.4556
2452,FDL43,10.1,Low Fat,0.027059264,Meat,76.467,OUT035,2004,Small,Tier 2,Supermarket Type1,1761.0410000000002
2453,FDJ53,10.5,Low Fat,0.071244438,Frozen Foods,119.2098,OUT035,2004,Small,Tier 2,Supermarket Type1,1325.6078
2454,NCQ02,12.6,Low Fat,0.007455054,Household,186.9556,OUT035,2004,Small,Tier 2,Supermarket Type1,3942.8676
2461,FDF44,7.17,Regular,0.059716729,Fruits and Vegetables,130.9968,OUT035,2004,Small,Tier 2,Supermarket Type1,2348.9424
2469,FDK58,11.35,Regular,0.0,Snack Foods,103.0016,OUT035,2004,Small,Tier 2,Supermarket Type1,2125.2336
2495,NCO02,11.15,Low Fat,0.07335428599999999,Others,66.8142,OUT035,2004,Small,Tier 2,Supermarket Type1,2372.9112
2503,NCL05,19.6,Low Fat,0.04788860599999999,Health and Hygiene,42.277,OUT035,2004,Small,Tier 2,Supermarket Type1,605.878
2513,FDB58,10.5,Regular,0.013493914,Snack Foods,143.7154,OUT035,2004,Small,Tier 2,Supermarket Type1,3119.9388
2532,FDM25,10.695,Regular,0.060654268,Breakfast,174.7712,OUT035,2004,Small,Tier 2,Supermarket Type1,3339.6528
2536,FDK45,11.65,Low Fat,0.033851785,Seafood,112.186,OUT035,2004,Small,Tier 2,Supermarket Type1,1018.674
2538,FDQ09,7.235,Low Fat,0.058121214000000004,Snack Foods,115.8834,OUT035,2004,Small,Tier 2,Supermarket Type1,1382.2008
2539,FDC17,12.15,Low Fat,0.015457803,Frozen Foods,209.9928,OUT035,2004,Small,Tier 2,Supermarket Type1,5259.82
2544,FDG41,8.84,Regular,0.076547632,Frozen Foods,109.5228,OUT035,2004,Small,Tier 2,Supermarket Type1,1657.842
2547,FDK56,9.695,Low Fat,0.0,Fruits and Vegetables,185.1898,OUT035,2004,Small,Tier 2,Supermarket Type1,2619.2572
2552,FDL14,8.115,reg,0.032152786,Canned,157.3972,OUT035,2004,Small,Tier 2,Supermarket Type1,1869.5664
2555,FDH41,9.0,Low Fat,0.08199601299999999,Frozen Foods,216.2534,OUT035,2004,Small,Tier 2,Supermarket Type1,4301.068
2562,FDJ48,11.3,Low Fat,0.056424145999999994,Baking Goods,247.8118,OUT035,2004,Small,Tier 2,Supermarket Type1,2223.1062
2564,FDJ26,15.3,Regular,0.084749164,Canned,215.5218,OUT035,2004,Small,Tier 2,Supermarket Type1,4060.7142
2570,FDZ31,15.35,Regular,0.113195815,Fruits and Vegetables,190.8504,OUT035,2004,Small,Tier 2,Supermarket Type1,3643.2576
2572,FDC57,20.1,Regular,0.054584207,Fruits and Vegetables,193.382,OUT035,2004,Small,Tier 2,Supermarket Type1,4247.804
2574,FDU22,12.35,Low Fat,0.09327891199999999,Snack Foods,118.7124,OUT035,2004,Small,Tier 2,Supermarket Type1,2607.2728
2583,FDQ57,7.275,Low Fat,0.027942357,Snack Foods,145.076,OUT035,2004,Small,Tier 2,Supermarket Type1,1611.236
2584,FDQ16,19.7,Low Fat,0.041730507,Frozen Foods,109.2912,OUT035,2004,Small,Tier 2,Supermarket Type1,2402.2064
2599,FDA15,9.3,Low Fat,0.01601936,Dairy,248.5092,OUT035,2004,Small,Tier 2,Supermarket Type1,6474.2392
2601,FDJ16,9.195,LF,0.114863923,Frozen Foods,59.0246,OUT035,2004,Small,Tier 2,Supermarket Type1,1853.5872
2606,DRH25,18.7,Low Fat,0.0,Soft Drinks,52.2324,OUT035,2004,Small,Tier 2,Supermarket Type1,467.3916
2608,FDU32,8.785,Low Fat,0.025962713999999998,Fruits and Vegetables,120.9414,OUT035,2004,Small,Tier 2,Supermarket Type1,1949.4624
2622,FDA04,11.3,Regular,0.066717378,Frozen Foods,260.8962,OUT035,2004,Small,Tier 2,Supermarket Type1,4920.9278
2634,FDW26,11.8,Regular,0.10703694300000001,Dairy,220.3772,OUT035,2004,Small,Tier 2,Supermarket Type1,4447.544
2638,FDX40,12.85,Low Fat,0.0,Frozen Foods,38.3164,OUT035,2004,Small,Tier 2,Supermarket Type1,502.0132
2639,FDU31,10.5,Regular,0.02498633,Fruits and Vegetables,216.7508,OUT035,2004,Small,Tier 2,Supermarket Type1,3038.7112
2645,NCF43,8.51,Low Fat,0.051936086,Household,142.947,OUT035,2004,Small,Tier 2,Supermarket Type1,3006.087
2664,FDW24,6.8,Low Fat,0.03748996,Baking Goods,48.6034,OUT035,2004,Small,Tier 2,Supermarket Type1,291.6204
2666,FDN10,11.5,Low Fat,0.046115083,Snack Foods,120.2124,OUT035,2004,Small,Tier 2,Supermarket Type1,1540.6612
2667,FDE23,17.6,Regular,0.053170949,Starchy Foods,45.606,OUT035,2004,Small,Tier 2,Supermarket Type1,1724.422
2668,FDV16,7.75,Regular,0.08291501700000001,Frozen Foods,34.9558,OUT035,2004,Small,Tier 2,Supermarket Type1,645.1602
2695,NCL17,7.39,Low Fat,0.067766896,Health and Hygiene,140.6812,OUT035,2004,Small,Tier 2,Supermarket Type1,3704.5112
2708,NCE30,16.0,Low Fat,0.09911729,Household,210.7902,OUT035,2004,Small,Tier 2,Supermarket Type1,4460.1942
2710,FDB32,20.6,Low Fat,0.023448504,Fruits and Vegetables,93.9778,OUT035,2004,Small,Tier 2,Supermarket Type1,2816.3340000000003
2725,FDT27,11.395,Regular,0.069574013,Meat,232.8616,OUT035,2004,Small,Tier 2,Supermarket Type1,2812.3392
2743,FDU11,4.785,Low Fat,0.092576144,Breads,121.0098,OUT035,2004,Small,Tier 2,Supermarket Type1,2530.7058
2748,FDL10,8.395,Low Fat,0.039484739,Snack Foods,97.9042,OUT035,2004,Small,Tier 2,Supermarket Type1,1686.4714
2752,NCV06,11.3,Low Fat,0.066668724,Household,192.4478,OUT035,2004,Small,Tier 2,Supermarket Type1,2712.4692
2754,FDU49,19.5,Regular,0.030688557,Canned,85.75399999999999,OUT035,2004,Small,Tier 2,Supermarket Type1,2163.85
2759,NCV54,11.1,Low Fat,0.033102681,Household,116.6124,OUT035,2004,Small,Tier 2,Supermarket Type1,1540.6612
2761,FDF33,7.97,LF,0.021531416,Seafood,108.4596,OUT035,2004,Small,Tier 2,Supermarket Type1,3020.0688
2762,NCP18,12.15,Low Fat,0.028592842,Household,151.0708,OUT035,2004,Small,Tier 2,Supermarket Type1,2858.9452
2776,FDB37,20.25,Regular,0.022936487999999998,Baking Goods,240.8538,OUT035,2004,Small,Tier 2,Supermarket Type1,7931.6754
2784,FDP19,11.5,LF,0.173483253,Fruits and Vegetables,129.0652,OUT035,2004,Small,Tier 2,Supermarket Type1,3487.4604
2787,DRJ01,6.135,Low Fat,0.115010655,Soft Drinks,161.5236,OUT035,2004,Small,Tier 2,Supermarket Type1,1288.9888
2788,FDD14,20.7,Low Fat,0.16977634600000002,Canned,184.4266,OUT035,2004,Small,Tier 2,Supermarket Type1,3688.532
2789,DRH37,17.6,Low Fat,0.041608488,Soft Drinks,165.4526,OUT035,2004,Small,Tier 2,Supermarket Type1,1644.526
2799,NCB43,20.2,Low Fat,0.09989342400000001,Household,187.6898,OUT035,2004,Small,Tier 2,Supermarket Type1,3928.8858
2801,FDD35,12.15,Low Fat,0.0,Starchy Foods,119.244,OUT035,2004,Small,Tier 2,Supermarket Type1,2636.5679999999998
2804,NCC19,6.57,Low Fat,0.096862255,Household,193.982,OUT035,2004,Small,Tier 2,Supermarket Type1,2316.984
2810,FDK41,14.3,Low Fat,0.127517605,Frozen Foods,86.0224,OUT035,2004,Small,Tier 2,Supermarket Type1,1022.6688
2814,FDF26,6.825,Regular,0.046625941,Canned,154.9998,OUT035,2004,Small,Tier 2,Supermarket Type1,3075.9959999999996
2816,NCO29,11.15,Low Fat,0.032250092,Health and Hygiene,164.0526,OUT035,2004,Small,Tier 2,Supermarket Type1,4769.1254
2819,DRE03,19.6,Low Fat,0.024222321,Dairy,45.5718,OUT035,2004,Small,Tier 2,Supermarket Type1,945.436
2829,FDO56,10.195,Regular,0.044974050999999994,Fruits and Vegetables,115.5808,OUT035,2004,Small,Tier 2,Supermarket Type1,1874.8928
2891,DRM47,9.3,Low Fat,0.043777415,Hard Drinks,192.9846,OUT035,2004,Small,Tier 2,Supermarket Type1,6114.7072
2900,FDU37,9.5,Regular,0.104488444,Canned,77.896,OUT035,2004,Small,Tier 2,Supermarket Type1,1997.4
2902,NCA29,10.5,Low Fat,0.027271252000000003,Household,171.6106,OUT035,2004,Small,Tier 2,Supermarket Type1,2566.659
2903,FDD16,20.5,Low Fat,0.036346223999999996,Frozen Foods,72.9696,OUT035,2004,Small,Tier 2,Supermarket Type1,596.5568
2908,FDP07,18.2,Low Fat,0.089884775,Fruits and Vegetables,195.111,OUT035,2004,Small,Tier 2,Supermarket Type1,3731.809
2910,FDI14,14.1,Low Fat,0.08966081599999999,Canned,140.0496,OUT035,2004,Small,Tier 2,Supermarket Type1,1411.496
2914,FDZ26,11.6,Regular,0.143990173,Dairy,239.6222,OUT035,2004,Small,Tier 2,Supermarket Type1,2390.222
2929,FDI19,15.1,Low Fat,0.052329172,Meat,243.1512,OUT035,2004,Small,Tier 2,Supermarket Type1,4604.6728
2930,FDW15,15.35,Regular,0.055103174000000005,Meat,149.7734,OUT035,2004,Small,Tier 2,Supermarket Type1,2820.9946
2934,NCM06,7.475,LF,0.075713578,Household,156.4656,OUT035,2004,Small,Tier 2,Supermarket Type1,2471.4496
2939,NCB18,19.6,Low Fat,0.041283361,Household,87.0514,OUT035,2004,Small,Tier 2,Supermarket Type1,2125.2336
2942,FDL24,10.3,Regular,0.024891881,Baking Goods,170.9422,OUT035,2004,Small,Tier 2,Supermarket Type1,3103.9596
2958,DRE48,8.43,LF,0.017322453999999998,Soft Drinks,196.8768,OUT035,2004,Small,Tier 2,Supermarket Type1,3350.3056
2980,FDX26,17.7,Low Fat,0.087791917,Dairy,180.6292,OUT035,2004,Small,Tier 2,Supermarket Type1,3101.2964
2981,FDR24,17.35,Regular,0.062839798,Baking Goods,90.883,OUT035,2004,Small,Tier 2,Supermarket Type1,1707.777
2991,FDW58,20.75,LF,0.007551665,Snack Foods,107.1622,OUT035,2004,Small,Tier 2,Supermarket Type1,1693.7952
3013,NCR29,7.565,Low Fat,0.054630544,Health and Hygiene,57.393,OUT035,2004,Small,Tier 2,Supermarket Type1,735.709
3020,DRD25,6.135,Low Fat,0.078957122,Soft Drinks,111.986,OUT035,2004,Small,Tier 2,Supermarket Type1,1697.79
3027,DRG13,17.25,Low Fat,0.03717912,Soft Drinks,162.5526,OUT035,2004,Small,Tier 2,Supermarket Type1,5920.2936
3037,DRH36,16.2,Low Fat,0.033373747999999995,Soft Drinks,74.0696,OUT035,2004,Small,Tier 2,Supermarket Type1,894.8352
3040,FDC38,15.7,Low Fat,0.122470805,Canned,131.7942,OUT035,2004,Small,Tier 2,Supermarket Type1,1987.4129999999998
3042,FDF22,6.865,Low Fat,0.056819935999999995,Snack Foods,212.6218,OUT035,2004,Small,Tier 2,Supermarket Type1,2137.218
3057,FDX25,16.7,Low Fat,0.10203648,Canned,180.9292,OUT035,2004,Small,Tier 2,Supermarket Type1,2736.438
3061,FDH26,19.25,Regular,0.034693175,Canned,140.1496,OUT035,2004,Small,Tier 2,Supermarket Type1,1552.6456
3063,FDB60,9.3,Low Fat,0.028516696,Baking Goods,194.6136,OUT035,2004,Small,Tier 2,Supermarket Type1,3110.6176
3067,FDA33,6.48,Low Fat,0.033893487,Snack Foods,147.0076,OUT035,2004,Small,Tier 2,Supermarket Type1,3103.9596
3072,FDX23,6.445,Low Fat,0.029686148,Baking Goods,96.4436,OUT035,2004,Small,Tier 2,Supermarket Type1,378.1744
3074,DRH03,17.25,Low Fat,0.035057688,Dairy,91.61200000000001,OUT035,2004,Small,Tier 2,Supermarket Type1,279.63599999999997
3077,DRE12,4.59,Low Fat,0.070767174,Soft Drinks,111.986,OUT035,2004,Small,Tier 2,Supermarket Type1,792.302
3083,FDJ15,11.35,Regular,0.023318067999999997,Dairy,182.4608,OUT035,2004,Small,Tier 2,Supermarket Type1,7534.1928
3099,FDU34,18.25,Low Fat,0.07518071,Snack Foods,126.2046,OUT035,2004,Small,Tier 2,Supermarket Type1,1618.5598
3119,DRF25,9.0,Low Fat,0.038917891,Soft Drinks,35.919000000000004,OUT035,2004,Small,Tier 2,Supermarket Type1,1171.808
3121,NCP43,17.75,Low Fat,0.030501281,Others,180.56599999999997,OUT035,2004,Small,Tier 2,Supermarket Type1,3415.554
3133,FDY37,17.0,Regular,0.026563851,Canned,141.247,OUT035,2004,Small,Tier 2,Supermarket Type1,3292.381
3135,FDI50,8.42,Regular,0.0,Canned,229.0352,OUT035,2004,Small,Tier 2,Supermarket Type1,5496.8448
3137,FDO25,6.3,Low Fat,0.127424932,Canned,208.127,OUT035,2004,Small,Tier 2,Supermarket Type1,2306.9970000000003
3147,FDR43,18.2,Low Fat,0.161458973,Fruits and Vegetables,37.819,OUT035,2004,Small,Tier 2,Supermarket Type1,256.33299999999997
3167,FDL51,20.7,Regular,0.047482391,Dairy,215.9876,OUT035,2004,Small,Tier 2,Supermarket Type1,3430.2016
3176,FDL46,20.35,Low Fat,0.05404670599999999,Snack Foods,119.5466,OUT035,2004,Small,Tier 2,Supermarket Type1,353.5398
3177,FDN38,6.615,Regular,0.091954465,Canned,250.6408,OUT035,2004,Small,Tier 2,Supermarket Type1,4756.4752
3181,FDU13,8.355,Low Fat,0.187523164,Canned,146.2418,OUT035,2004,Small,Tier 2,Supermarket Type1,4414.254
3200,FDT37,14.15,Low Fat,0.035263498,Canned,254.8014,OUT035,2004,Small,Tier 2,Supermarket Type1,2040.0112
3208,FDZ34,6.695,Low Fat,0.075864171,Starchy Foods,192.082,OUT035,2004,Small,Tier 2,Supermarket Type1,6757.87
3220,NCZ30,6.59,Low Fat,0.026180032000000002,Household,120.7098,OUT035,2004,Small,Tier 2,Supermarket Type1,2530.7058
3233,FDX28,6.325,Low Fat,0.125154452,Frozen Foods,99.2042,OUT035,2004,Small,Tier 2,Supermarket Type1,1388.8588
3236,FDK14,6.98,Low Fat,0.041098016,Canned,81.6934,OUT035,2004,Small,Tier 2,Supermarket Type1,818.934
3238,NCR53,12.15,Low Fat,0.145013434,Health and Hygiene,225.0404,OUT035,2004,Small,Tier 2,Supermarket Type1,4950.8888
3241,FDR55,12.15,reg,0.132058566,Fruits and Vegetables,187.5872,OUT035,2004,Small,Tier 2,Supermarket Type1,4349.0056
3259,NCP55,14.65,Low Fat,0.0,Others,53.8614,OUT035,2004,Small,Tier 2,Supermarket Type1,1105.228
3266,FDK33,17.85,Low Fat,0.011233126000000001,Snack Foods,211.55599999999998,OUT035,2004,Small,Tier 2,Supermarket Type1,5752.512
3267,FDQ39,14.8,Low Fat,0.08102681099999999,Meat,190.0846,OUT035,2004,Small,Tier 2,Supermarket Type1,4586.0304
3270,DRP35,18.85,Low Fat,0.090850115,Hard Drinks,126.6336,OUT035,2004,Small,Tier 2,Supermarket Type1,1150.5024
3278,DRD15,10.6,Low Fat,0.056785182999999996,Dairy,231.9642,OUT035,2004,Small,Tier 2,Supermarket Type1,2091.2778
3280,FDO20,12.85,Regular,0.152099033,Fruits and Vegetables,252.6382,OUT035,2004,Small,Tier 2,Supermarket Type1,3532.7348
3281,NCY30,20.25,Low Fat,0.02594835,Household,180.0976,OUT035,2004,Small,Tier 2,Supermarket Type1,3440.8544
3285,FDG10,6.63,Regular,0.010937229,Snack Foods,55.8588,OUT035,2004,Small,Tier 2,Supermarket Type1,801.6232
3292,NCM54,17.7,Low Fat,0.050929429000000005,Household,129.1678,OUT035,2004,Small,Tier 2,Supermarket Type1,1780.3492
3299,FDQ11,5.695,Regular,0.067688124,Breads,258.8988,OUT035,2004,Small,Tier 2,Supermarket Type1,5396.9748
3319,FDE47,14.15,Low Fat,0.037901581000000004,Starchy Foods,126.3046,OUT035,2004,Small,Tier 2,Supermarket Type1,2614.5966
3325,FDX37,16.2,Low Fat,0.06301742099999999,Canned,100.37,OUT035,2004,Small,Tier 2,Supermarket Type1,998.7
3346,FDR08,18.7,Low Fat,0.03761584,Fruits and Vegetables,109.1886,OUT035,2004,Small,Tier 2,Supermarket Type1,1890.2062
3376,FDJ22,18.75,Low Fat,0.052800257999999996,Snack Foods,193.2504,OUT035,2004,Small,Tier 2,Supermarket Type1,2684.5056
3377,FDT28,13.3,Low Fat,0.06355415,Frozen Foods,149.4708,OUT035,2004,Small,Tier 2,Supermarket Type1,1354.2372
3400,FDE11,17.7,Regular,0.0,Starchy Foods,183.5924,OUT035,2004,Small,Tier 2,Supermarket Type1,7033.5112
3401,FDM03,12.65,Low Fat,0.123007534,Meat,106.0938,OUT035,2004,Small,Tier 2,Supermarket Type1,2679.845
3421,FDP27,8.155,Low Fat,0.11942805199999999,Meat,190.85299999999998,OUT035,2004,Small,Tier 2,Supermarket Type1,2466.7889999999998
3444,FDK55,18.5,Low Fat,0.025756826,Meat,87.2172,OUT035,2004,Small,Tier 2,Supermarket Type1,802.9548
3447,FDN46,7.21,Regular,0.14460413,Snack Foods,102.6332,OUT035,2004,Small,Tier 2,Supermarket Type1,2153.1972
3462,FDO57,20.75,Low Fat,0.108689606,Snack Foods,159.3578,OUT035,2004,Small,Tier 2,Supermarket Type1,4492.8184
3463,FDZ44,8.185,Low Fat,0.038721734,Fruits and Vegetables,115.8808,OUT035,2004,Small,Tier 2,Supermarket Type1,1523.3504
3489,FDP40,4.555,Regular,0.034350673,Frozen Foods,112.7544,OUT035,2004,Small,Tier 2,Supermarket Type1,1789.6704
3498,FDL57,15.1,Regular,0.067064128,Snack Foods,257.9304,OUT035,2004,Small,Tier 2,Supermarket Type1,6458.26
3500,NCY41,16.75,Low Fat,0.07572130099999999,Health and Hygiene,34.3532,OUT035,2004,Small,Tier 2,Supermarket Type1,1042.6428
3520,FDD52,18.25,Regular,0.18326022100000003,Dairy,108.557,OUT035,2004,Small,Tier 2,Supermarket Type1,1208.427
3522,FDF21,10.3,Regular,0.0,Fruits and Vegetables,191.153,OUT035,2004,Small,Tier 2,Supermarket Type1,1707.777
3524,FDB12,11.15,Regular,0.105287746,Baking Goods,103.2648,OUT035,2004,Small,Tier 2,Supermarket Type1,2388.8904
3525,FDI48,11.85,Regular,0.0,Baking Goods,51.2666,OUT035,2004,Small,Tier 2,Supermarket Type1,410.1328
3531,NCR38,17.25,Low Fat,0.113497001,Household,253.4724,OUT035,2004,Small,Tier 2,Supermarket Type1,755.0172
3532,FDY13,12.1,Low Fat,0.030121709,Canned,78.067,OUT035,2004,Small,Tier 2,Supermarket Type1,2220.4429999999998
3533,FDC40,16.0,Regular,0.065051586,Dairy,76.1986,OUT035,2004,Small,Tier 2,Supermarket Type1,1090.5804
3564,NCI42,18.75,Low Fat,0.010363586,Household,207.1954,OUT035,2004,Small,Tier 2,Supermarket Type1,1667.1632
3614,FDB29,16.7,Regular,0.052401765999999995,Frozen Foods,115.1176,OUT035,2004,Small,Tier 2,Supermarket Type1,1488.7288
3627,FDS16,15.15,Regular,0.066164431,Frozen Foods,147.376,OUT035,2004,Small,Tier 2,Supermarket Type1,2197.14
3633,FDF50,4.905,Low Fat,0.117308165,Canned,195.7768,OUT035,2004,Small,Tier 2,Supermarket Type1,2956.152
