Suburb,Rooms,Type,Method,SellerG,Distance,Regionname,Propertycount,CouncilArea,Bedroom2,Bathroom,Car,Landsize,BuildingArea,Price
Preston,4,h,S,Nelson,8.8,Northern Metropolitan,14577.0,Darebin City Council,2.0,1.0,1.0,499.0,160.2564003565711,931000.0
Preston,2,h,S,Love,8.8,Northern Metropolitan,14577.0,Darebin City Council,2.0,2.0,0.0,3037.0,160.2564003565711,942000.0
Preston,4,t,S,Nelson,8.8,Northern Metropolitan,14577.0,Darebin City Council,0.0,0.0,0.0,593.598993361392,160.2564003565711,995000.0
Preston,2,h,PI,Brace,8.8,Northern Metropolitan,14577.0,Darebin City Council,2.0,1.0,1.0,360.0,360.0,650000.0
Preston,2,h,S,Barry,8.8,Northern Metropolitan,14577.0,Darebin City Council,2.0,1.0,1.0,356.0,102.0,850000.0
Preston,3,h,S,Barry,8.8,Northern Metropolitan,14577.0,Darebin City Council,4.0,1.0,2.0,591.0,160.2564003565711,560000.0
Preston,2,h,PI,hockingstuart,8.8,Northern Metropolitan,14577.0,Darebin City Council,2.0,1.0,2.0,250.0,97.0,540000.0
Preston,3,h,S,hockingstuart,8.8,Northern Metropolitan,14577.0,Darebin City Council,3.0,1.0,2.0,566.0,143.0,1150000.0
Preston,2,t,S,Nelson,8.8,Northern Metropolitan,14577.0,Darebin City Council,0.0,0.0,0.0,593.598993361392,160.2564003565711,868000.0
Preston,3,h,S,hockingstuart,8.8,Northern Metropolitan,14577.0,Darebin City Council,3.0,1.0,2.0,581.0,160.2564003565711,965000.0
Preston,2,u,S,RW,8.8,Northern Metropolitan,14577.0,Darebin City Council,0.0,0.0,0.0,593.598993361392,160.2564003565711,422250.0
Preston,3,h,S,hockingstuart,8.8,Northern Metropolitan,14577.0,Darebin City Council,3.0,1.0,2.0,562.0,160.2564003565711,700000.0
Preston,3,h,S,hockingstuart,8.8,Northern Metropolitan,14577.0,Darebin City Council,3.0,1.0,2.0,493.0,87.0,615000.0
Preston,2,h,S,Ray,8.8,Northern Metropolitan,14577.0,Darebin City Council,2.0,1.0,1.0,521.0,160.2564003565711,775000.0
Preston,3,h,S,hockingstuart,8.8,Northern Metropolitan,14577.0,Darebin City Council,3.0,1.0,2.0,369.0,94.0,735000.0
Preston,2,u,S,Ray,8.8,Northern Metropolitan,14577.0,Darebin City Council,0.0,0.0,0.0,593.598993361392,160.2564003565711,410000.0
Preston,4,h,S,Ray,8.8,Northern Metropolitan,14577.0,Darebin City Council,0.0,0.0,0.0,593.598993361392,160.2564003565711,1270000.0
Preston,3,h,S,Barry,8.8,Northern Metropolitan,14577.0,Darebin City Council,0.0,0.0,0.0,593.598993361392,160.2564003565711,1081000.0
Preston,3,h,VB,Love,8.8,Northern Metropolitan,14577.0,Darebin City Council,3.0,2.0,1.0,164.0,160.2564003565711,550000.0
Preston,3,h,S,Nelson,8.8,Northern Metropolitan,14577.0,Darebin City Council,3.0,1.0,2.0,463.0,160.2564003565711,1000000.0
Preston,2,h,PI,Love,8.8,Northern Metropolitan,14577.0,Darebin City Council,2.0,1.0,3.0,475.0,160.2564003565711,780000.0
Preston,3,h,S,Nelson,8.8,Northern Metropolitan,14577.0,Darebin City Council,0.0,0.0,0.0,593.598993361392,160.2564003565711,962000.0
Preston,4,h,S,Nelson,8.8,Northern Metropolitan,14577.0,Darebin City Council,0.0,0.0,0.0,593.598993361392,160.2564003565711,1260000.0
Preston,4,h,S,Ray,8.8,Northern Metropolitan,14577.0,Darebin City Council,4.0,2.0,2.0,1034.0,151.0,810000.0
Preston,3,h,SP,Ray,8.8,Northern Metropolitan,14577.0,Darebin City Council,3.0,1.0,1.0,537.0,160.2564003565711,843000.0
Preston,2,h,S,Nelson,8.8,Northern Metropolitan,14577.0,Darebin City Council,2.0,1.0,2.0,220.0,106.0,600000.0
Preston,2,u,S,Nelson,8.8,Northern Metropolitan,14577.0,Darebin City Council,0.0,0.0,0.0,593.598993361392,160.2564003565711,457500.0
Preston,3,h,S,Woodards,8.8,Northern Metropolitan,14577.0,Darebin City Council,3.0,1.0,2.0,693.0,160.2564003565711,925000.0
Preston,1,u,S,Nelson,8.8,Northern Metropolitan,14577.0,Darebin City Council,1.0,1.0,1.0,41.0,160.2564003565711,305000.0
Preston,3,h,PI,Barry,8.8,Northern Metropolitan,14577.0,Darebin City Council,3.0,2.0,1.0,369.0,160.2564003565711,1080000.0
Preston,2,u,S,Barry,8.8,Northern Metropolitan,14577.0,Darebin City Council,2.0,1.0,1.0,205.0,160.2564003565711,656000.0
Preston,2,h,SP,Love,8.8,Northern Metropolitan,14577.0,Darebin City Council,2.0,1.0,2.0,460.0,160.2564003565711,799900.0
Preston,3,h,S,Nelson,8.8,Northern Metropolitan,14577.0,Darebin City Council,3.0,1.0,3.0,523.0,160.2564003565711,916000.0
Preston,3,h,PI,hockingstuart,8.8,Northern Metropolitan,14577.0,Darebin City Council,3.0,2.0,2.0,143.0,3.0,1000000.0
Preston,4,h,S,Ray,8.8,Northern Metropolitan,14577.0,Darebin City Council,4.0,1.0,1.0,339.0,160.2564003565711,914000.0
Preston,3,h,S,hockingstuart,8.8,Northern Metropolitan,14577.0,Darebin City Council,3.0,1.0,2.0,452.0,129.0,1650000.0
Preston,3,h,SP,Nelson,8.8,Northern Metropolitan,14577.0,Darebin City Council,0.0,0.0,0.0,593.598993361392,160.2564003565711,860000.0
Preston,3,h,PI,hockingstuart,8.8,Northern Metropolitan,14577.0,Darebin City Council,3.0,2.0,2.0,475.0,160.2564003565711,990000.0
Preston,2,u,S,Nelson,8.8,Northern Metropolitan,14577.0,Darebin City Council,2.0,1.0,1.0,145.0,160.2564003565711,512000.0
Preston,3,h,VB,hockingstuart,8.8,Northern Metropolitan,14577.0,Darebin City Council,3.0,1.0,3.0,503.0,101.0,600000.0
Preston,2,h,S,Nelson,8.8,Northern Metropolitan,14577.0,Darebin City Council,0.0,0.0,0.0,593.598993361392,160.2564003565711,625000.0
Preston,4,h,PI,hockingstuart,8.8,Northern Metropolitan,14577.0,Darebin City Council,4.0,1.0,1.0,582.0,160.2564003565711,910000.0
Preston,3,h,PI,Barry,8.8,Northern Metropolitan,14577.0,Darebin City Council,3.0,1.0,1.0,244.0,160.2564003565711,485000.0
Preston,2,u,PI,RW,8.8,Northern Metropolitan,14577.0,Darebin City Council,0.0,0.0,0.0,593.598993361392,160.2564003565711,380000.0
Preston,3,h,SP,hockingstuart,8.8,Northern Metropolitan,14577.0,Darebin City Council,3.0,1.0,1.0,527.0,160.2564003565711,900000.0
Preston,4,h,SP,Barry,8.8,Northern Metropolitan,14577.0,Darebin City Council,4.0,1.0,2.0,568.0,160.2564003565711,1000000.0
Preston,2,h,S,Nelson,8.8,Northern Metropolitan,14577.0,Darebin City Council,2.0,1.0,1.0,400.0,88.0,722000.0
Preston,3,t,SP,Ray,8.8,Northern Metropolitan,14577.0,Darebin City Council,0.0,0.0,0.0,593.598993361392,160.2564003565711,785000.0
Preston,3,h,S,Ray,8.8,Northern Metropolitan,14577.0,Darebin City Council,3.0,1.0,1.0,486.0,160.2564003565711,910000.0
Preston,4,h,SP,Nelson,8.8,Northern Metropolitan,14577.0,Darebin City Council,4.0,3.0,2.0,654.0,150.0,1260000.0
Preston,2,t,S,Nelson,8.8,Northern Metropolitan,14577.0,Darebin City Council,2.0,1.0,1.0,79.0,160.2564003565711,635000.0
Preston,3,h,PI,Nelson,8.8,Northern Metropolitan,14577.0,Darebin City Council,3.0,1.0,1.0,405.0,160.2564003565711,550000.0
Preston,2,u,S,Nelson,8.8,Northern Metropolitan,14577.0,Darebin City Council,2.0,1.0,1.0,117.0,73.0,485000.0
Preston,3,h,S,Barry,8.8,Northern Metropolitan,14577.0,Darebin City Council,3.0,1.0,1.0,594.0,92.0,690000.0
Preston,2,h,S,Love,8.8,Northern Metropolitan,14577.0,Darebin City Council,2.0,1.0,3.0,507.0,114.0,1065000.0
Preston,3,h,S,Love,8.8,Northern Metropolitan,14577.0,Darebin City Council,3.0,1.0,1.0,847.0,120.0,1200000.0
Preston,3,u,S,Nelson,8.8,Northern Metropolitan,14577.0,Darebin City Council,3.0,2.0,2.0,212.0,160.2564003565711,798000.0
Preston,2,h,S,Harcourts,8.8,Northern Metropolitan,14577.0,Darebin City Council,2.0,1.0,1.0,669.0,160.2564003565711,850000.0
Preston,3,h,S,Barry,8.8,Northern Metropolitan,14577.0,Darebin City Council,3.0,1.0,2.0,916.0,160.2564003565711,1355000.0
Preston,3,h,S,Love,8.8,Northern Metropolitan,14577.0,Darebin City Council,3.0,1.0,1.0,0.0,160.2564003565711,815000.0
Preston,3,h,S,Jellis,8.8,Northern Metropolitan,14577.0,Darebin City Council,3.0,1.0,2.0,610.0,160.2564003565711,971000.0
Preston,2,u,S,Nelson,8.8,Northern Metropolitan,14577.0,Darebin City Council,2.0,1.0,1.0,106.0,74.0,530000.0
Preston,3,h,SP,Love,8.8,Northern Metropolitan,14577.0,Darebin City Council,3.0,1.0,1.0,472.0,147.0,900000.0
Preston,5,h,S,Harcourts,8.8,Northern Metropolitan,14577.0,Darebin City Council,0.0,0.0,0.0,593.598993361392,160.2564003565711,1615000.0
Preston,2,h,PI,Barry,8.8,Northern Metropolitan,14577.0,Darebin City Council,2.0,1.0,1.0,214.0,85.0,700000.0
Preston,3,h,S,Barry,8.8,Northern Metropolitan,14577.0,Darebin City Council,3.0,1.0,0.0,453.0,160.2564003565711,930000.0
Preston,2,h,SP,hockingstuart,8.8,Northern Metropolitan,14577.0,Darebin City Council,2.0,2.0,2.0,516.0,97.0,920000.0
Preston,3,h,S,Barry,8.8,Northern Metropolitan,14577.0,Darebin City Council,3.0,1.0,1.0,398.0,160.2564003565711,842000.0
Preston,2,t,PI,hockingstuart,8.8,Northern Metropolitan,14577.0,Darebin City Council,0.0,0.0,0.0,593.598993361392,160.2564003565711,620000.0
Preston,1,h,SP,Barry,8.8,Northern Metropolitan,14577.0,Darebin City Council,1.0,1.0,0.0,397.0,160.2564003565711,830000.0
Preston,2,t,S,Ray,8.8,Northern Metropolitan,14577.0,Darebin City Council,0.0,0.0,0.0,593.598993361392,160.2564003565711,520000.0
Preston,3,h,S,Harcourts,8.8,Northern Metropolitan,14577.0,Darebin City Council,3.0,2.0,1.0,479.0,121.0,980000.0
Preston,3,h,S,hockingstuart,8.8,Northern Metropolitan,14577.0,Darebin City Council,3.0,3.0,2.0,421.0,160.2564003565711,800000.0
Preston,2,t,S,RW,8.8,Northern Metropolitan,14577.0,Darebin City Council,0.0,0.0,0.0,593.598993361392,160.2564003565711,557000.0
Preston,4,h,PI,Nelson,8.8,Northern Metropolitan,14577.0,Darebin City Council,4.0,2.0,2.0,544.0,160.2564003565711,930000.0
Preston,3,h,S,Nelson,8.8,Northern Metropolitan,14577.0,Darebin City Council,3.0,1.0,2.0,468.0,160.2564003565711,930000.0
Preston,2,h,S,Nelson,8.8,Northern Metropolitan,14577.0,Darebin City Council,2.0,1.0,2.0,467.0,92.0,886000.0
Preston,3,h,PI,Harcourts,8.8,Northern Metropolitan,14577.0,Darebin City Council,3.0,1.0,1.0,487.0,189.0,1080000.0
Preston,3,h,S,Nelson,8.8,Northern Metropolitan,14577.0,Darebin City Council,2.0,1.0,2.0,555.0,160.2564003565711,1040000.0
Preston,4,h,VB,Jellis,8.8,Northern Metropolitan,14577.0,Darebin City Council,4.0,2.0,2.0,559.0,217.0,1400000.0
Preston,2,t,S,Harcourts,8.8,Northern Metropolitan,14577.0,Darebin City Council,2.0,1.0,1.0,113.0,90.0,660000.0
Preston,2,u,S,Nelson,8.8,Northern Metropolitan,14577.0,Darebin City Council,2.0,1.0,1.0,0.0,65.0,436000.0
Preston,2,h,S,Nelson,8.8,Northern Metropolitan,14577.0,Darebin City Council,2.0,1.0,2.0,479.0,85.0,876000.0
Preston,2,h,SP,Nelson,8.8,Northern Metropolitan,14577.0,Darebin City Council,2.0,2.0,1.0,352.0,103.0,910000.0
Preston,3,h,S,Barry,8.8,Northern Metropolitan,14577.0,Darebin City Council,3.0,2.0,2.0,227.0,160.2564003565711,1000000.0
Preston,3,h,PI,Chambers,8.8,Northern Metropolitan,14577.0,Darebin City Council,3.0,1.0,2.0,516.0,160.2564003565711,800000.0
Preston,3,h,S,hockingstuart,8.8,Northern Metropolitan,14577.0,Darebin City Council,3.0,2.0,1.0,0.0,160.2564003565711,928000.0
Preston,3,h,S,Nelson,8.8,Northern Metropolitan,14577.0,Darebin City Council,3.0,1.0,2.0,585.0,160.2564003565711,1070000.0
Preston,2,h,S,hockingstuart,8.8,Northern Metropolitan,14577.0,Darebin City Council,2.0,1.0,2.0,349.0,160.2564003565711,565000.0
Preston,3,t,S,Nelson,8.8,Northern Metropolitan,14577.0,Darebin City Council,3.0,2.0,2.0,185.0,115.0,714000.0
Preston,3,h,S,Jellis,8.8,Northern Metropolitan,14577.0,Darebin City Council,0.0,0.0,0.0,593.598993361392,160.2564003565711,904000.0
Preston,2,h,S,Jellis,8.8,Northern Metropolitan,14577.0,Darebin City Council,2.0,2.0,1.0,76.0,129.0,770000.0
Preston,3,h,S,hockingstuart,8.8,Northern Metropolitan,14577.0,Darebin City Council,3.0,1.0,4.0,707.0,160.2564003565711,1226000.0
Preston,3,h,SP,Barry,8.8,Northern Metropolitan,14577.0,Darebin City Council,2.0,1.0,1.0,421.0,97.0,810000.0
Preston,3,h,S,hockingstuart,8.8,Northern Metropolitan,14577.0,Darebin City Council,3.0,2.0,2.0,590.0,140.0,1127000.0
Preston,3,h,SP,Ray,8.8,Northern Metropolitan,14577.0,Darebin City Council,3.0,1.0,2.0,409.0,160.2564003565711,750000.0
Preston,2,u,PI,hockingstuart,8.8,Northern Metropolitan,14577.0,Darebin City Council,0.0,0.0,0.0,593.598993361392,160.2564003565711,465000.0
Preston,3,h,S,Barry,8.8,Northern Metropolitan,14577.0,Darebin City Council,3.0,1.0,1.0,485.0,160.2564003565711,980000.0
Preston,3,h,VB,Jellis,8.8,Northern Metropolitan,14577.0,Darebin City Council,3.0,1.0,2.0,271.0,160.2564003565711,670000.0
Preston,4,h,S,Barry,8.8,Northern Metropolitan,14577.0,Darebin City Council,4.0,3.0,2.0,836.0,160.2564003565711,1315000.0
Preston,2,t,S,Barry,8.8,Northern Metropolitan,14577.0,Darebin City Council,0.0,0.0,0.0,593.598993361392,160.2564003565711,528888.0
Preston,2,h,S,Nelson,8.8,Northern Metropolitan,14577.0,Darebin City Council,2.0,1.0,1.0,310.0,72.0,780000.0
Preston,2,h,S,hockingstuart,8.8,Northern Metropolitan,14577.0,Darebin City Council,2.0,1.0,1.0,472.0,139.0,986000.0
Preston,2,h,S,hockingstuart,8.8,Northern Metropolitan,14577.0,Darebin City Council,2.0,1.0,1.0,484.0,160.2564003565711,771000.0
Preston,4,h,PI,Barry,8.8,Northern Metropolitan,14577.0,Darebin City Council,9.0,8.0,7.0,1254.0,280.0,760000.0
Preston,3,h,S,Barry,8.8,Northern Metropolitan,14577.0,Darebin City Council,3.0,2.0,1.0,0.0,142.0,850000.0
Preston,3,h,S,Love,8.8,Northern Metropolitan,14577.0,Darebin City Council,3.0,1.0,2.0,454.0,160.2564003565711,890000.0
Preston,2,h,S,Barry,8.8,Northern Metropolitan,14577.0,Darebin City Council,2.0,1.0,2.0,712.0,160.2564003565711,1088000.0
Preston,3,h,S,Brace,8.8,Northern Metropolitan,14577.0,Darebin City Council,0.0,0.0,0.0,593.598993361392,160.2564003565711,675500.0
Preston,3,h,S,hockingstuart,8.8,Northern Metropolitan,14577.0,Darebin City Council,3.0,1.0,2.0,504.0,506.0,1123000.0
Preston,4,h,VB,Nelson,8.8,Northern Metropolitan,14577.0,Darebin City Council,4.0,1.0,2.0,236.0,160.2564003565711,600000.0
Preston,1,u,PI,Nelson,8.8,Northern Metropolitan,14577.0,Darebin City Council,1.0,1.0,1.0,0.0,67.0,300000.0
Preston,2,h,S,Nelson,8.8,Northern Metropolitan,14577.0,Darebin City Council,2.0,1.0,3.0,493.0,95.0,890000.0
Preston,3,t,S,Nelson,8.8,Northern Metropolitan,14577.0,Darebin City Council,0.0,0.0,0.0,593.598993361392,160.2564003565711,765000.0
Preston,3,h,SP,Jellis,8.8,Northern Metropolitan,14577.0,Darebin City Council,3.0,2.0,1.0,313.0,160.2564003565711,1040000.0
Preston,3,h,S,Nelson,8.8,Northern Metropolitan,14577.0,Darebin City Council,3.0,2.0,1.0,453.0,160.2564003565711,1050000.0
Preston,2,t,SP,Brace,8.8,Northern Metropolitan,14577.0,Darebin City Council,0.0,0.0,0.0,593.598993361392,160.2564003565711,662500.0
Preston,2,h,SP,hockingstuart,8.8,Northern Metropolitan,14577.0,Darebin City Council,2.0,1.0,1.0,529.0,528.0,900000.0
Preston,2,u,SP,Jellis,8.8,Northern Metropolitan,14577.0,Darebin City Council,2.0,2.0,1.0,1485.0,69.0,425000.0
Preston,3,t,PI,Jellis,8.8,Northern Metropolitan,14577.0,Darebin City Council,0.0,0.0,0.0,593.598993361392,160.2564003565711,585000.0
Preston,2,u,S,Love,8.8,Northern Metropolitan,14577.0,Darebin City Council,2.0,1.0,1.0,187.0,60.0,515000.0
Preston,3,h,S,Barry,8.8,Northern Metropolitan,14577.0,Darebin City Council,3.0,1.0,2.0,399.0,121.0,1040000.0
Preston,2,h,S,Barry,8.8,Northern Metropolitan,14577.0,Darebin City Council,2.0,1.0,2.0,178.0,160.2564003565711,520000.0
Preston,3,u,S,Love,8.8,Northern Metropolitan,14577.0,Darebin City Council,3.0,1.0,2.0,192.0,160.2564003565711,605000.0
Preston,2,t,SP,hockingstuart,8.8,Northern Metropolitan,14577.0,Darebin City Council,0.0,0.0,0.0,593.598993361392,160.2564003565711,530000.0
Preston,3,h,S,Ray,8.8,Northern Metropolitan,14577.0,Darebin City Council,3.0,1.0,2.0,495.0,100.0,890000.0
Preston,2,h,S,Nelson,8.8,Northern Metropolitan,14577.0,Darebin City Council,2.0,1.0,1.0,266.0,100.0,790000.0
Preston,3,h,S,Barry,8.8,Northern Metropolitan,14577.0,Darebin City Council,4.0,1.0,2.0,621.0,160.2564003565711,1000000.0
Preston,2,h,S,Barry,8.8,Northern Metropolitan,14577.0,Darebin City Council,2.0,2.0,1.0,415.0,138.0,860000.0
Preston,2,h,S,Nelson,8.8,Northern Metropolitan,14577.0,Darebin City Council,2.0,1.0,1.0,372.0,82.0,630000.0
Preston,4,h,PI,Barry,8.8,Northern Metropolitan,14577.0,Darebin City Council,4.0,2.0,1.0,0.0,160.2564003565711,660000.0
Preston,3,h,S,Nelson,8.8,Northern Metropolitan,14577.0,Darebin City Council,3.0,1.0,1.0,520.0,160.2564003565711,810000.0
Preston,4,h,S,hockingstuart,8.8,Northern Metropolitan,14577.0,Darebin City Council,4.0,1.0,2.0,400.0,147.0,875000.0
Preston,3,h,S,Love,8.8,Northern Metropolitan,14577.0,Darebin City Council,3.0,1.0,0.0,333.0,118.0,923000.0
Preston,4,h,PI,Nelson,8.8,Northern Metropolitan,14577.0,Darebin City Council,3.0,1.0,1.0,396.0,184.0,920000.0
Preston,3,h,PI,Woodards,8.8,Northern Metropolitan,14577.0,Darebin City Council,3.0,1.0,4.0,728.0,160.2564003565711,1150000.0
Preston,4,h,S,Ray,8.8,Northern Metropolitan,14577.0,Darebin City Council,4.0,2.0,1.0,561.0,150.0,871000.0
Preston,4,h,PI,Nelson,8.8,Northern Metropolitan,14577.0,Darebin City Council,4.0,1.0,3.0,577.0,160.2564003565711,910000.0
Preston,3,h,S,Barry,8.8,Northern Metropolitan,14577.0,Darebin City Council,3.0,2.0,3.0,502.0,160.2564003565711,1330000.0
Preston,2,h,S,Woodards,8.8,Northern Metropolitan,14577.0,Darebin City Council,0.0,0.0,0.0,593.598993361392,160.2564003565711,651000.0
Preston,4,h,S,Ray,8.8,Northern Metropolitan,14577.0,Darebin City Council,4.0,2.0,1.0,243.0,140.0,950000.0
Preston,3,h,S,Love,8.8,Northern Metropolitan,14577.0,Darebin City Council,3.0,1.0,2.0,396.0,160.2564003565711,821000.0
Preston,3,h,S,Nelson,8.8,Northern Metropolitan,14577.0,Darebin City Council,3.0,1.0,2.0,497.0,160.2564003565711,888500.0
Preston,4,h,S,RW,8.8,Northern Metropolitan,14577.0,Darebin City Council,4.0,1.0,2.0,400.0,117.0,870000.0
Preston,3,h,SP,Nelson,8.8,Northern Metropolitan,14577.0,Darebin City Council,2.0,1.0,1.0,713.0,83.0,1186000.0
Preston,3,h,VB,Nelson,8.8,Northern Metropolitan,14577.0,Darebin City Council,3.0,1.0,2.0,560.0,160.2564003565711,900000.0
Preston,3,h,PI,hockingstuart,8.8,Northern Metropolitan,14577.0,Darebin City Council,3.0,1.0,2.0,207.0,160.2564003565711,800000.0
Preston,3,h,S,Love,8.8,Northern Metropolitan,14577.0,Darebin City Council,3.0,2.0,3.0,427.0,160.2564003565711,1030000.0
Preston,4,h,S,Barry,8.8,Northern Metropolitan,14577.0,Darebin City Council,3.0,2.0,3.0,890.0,160.2564003565711,1615000.0
Preston,3,h,S,Barry,8.8,Northern Metropolitan,14577.0,Darebin City Council,2.0,1.0,1.0,467.0,160.2564003565711,715000.0
Preston,2,u,S,Harcourts,8.8,Northern Metropolitan,14577.0,Darebin City Council,2.0,1.0,1.0,126.0,79.0,610000.0
Preston,3,h,S,Nelson,8.8,Northern Metropolitan,14577.0,Darebin City Council,3.0,2.0,2.0,463.0,123.0,1162500.0
Preston,3,h,S,Barry,8.8,Northern Metropolitan,14577.0,Darebin City Council,0.0,0.0,0.0,593.598993361392,160.2564003565711,775000.0
Preston,4,h,S,hockingstuart,8.8,Northern Metropolitan,14577.0,Darebin City Council,3.0,1.0,2.0,560.0,160.0,1142500.0
Preston,3,h,SP,Love,8.8,Northern Metropolitan,14577.0,Darebin City Council,3.0,1.0,2.0,679.0,143.0,930000.0
Preston,3,h,S,Nelson,8.8,Northern Metropolitan,14577.0,Darebin City Council,3.0,2.0,1.0,650.0,119.0,875000.0
Preston,3,h,S,Nelson,8.8,Northern Metropolitan,14577.0,Darebin City Council,0.0,0.0,0.0,593.598993361392,160.2564003565711,852000.0
Preston,2,t,S,Barry,8.8,Northern Metropolitan,14577.0,Darebin City Council,0.0,0.0,0.0,593.598993361392,160.2564003565711,571000.0
Preston,2,t,S,hockingstuart,8.8,Northern Metropolitan,14577.0,Darebin City Council,0.0,0.0,0.0,593.598993361392,160.2564003565711,535000.0
Preston,4,h,PI,hockingstuart,8.8,Northern Metropolitan,14577.0,Darebin City Council,4.0,1.0,2.0,390.0,120.0,840000.0
Preston,3,h,S,Jellis,8.8,Northern Metropolitan,14577.0,Darebin City Council,2.0,1.0,2.0,468.0,160.2564003565711,805000.0
Preston,3,h,PI,hockingstuart,8.8,Northern Metropolitan,14577.0,Darebin City Council,3.0,3.0,2.0,0.0,127.0,750000.0
Preston,4,h,PI,Barry,8.8,Northern Metropolitan,14577.0,Darebin City Council,3.0,2.0,2.0,500.0,150.0,750000.0
Preston,2,h,S,Nelson,8.8,Northern Metropolitan,14577.0,Darebin City Council,0.0,0.0,0.0,593.598993361392,160.2564003565711,745000.0
Reservoir,3,u,S,Barry,11.2,Northern Metropolitan,21650.0,Darebin City Council,0.0,0.0,0.0,593.598993361392,160.2564003565711,666000.0
Reservoir,3,u,S,Ray,11.2,Northern Metropolitan,21650.0,Darebin City Council,3.0,1.0,1.0,191.0,107.0,475000.0
Reservoir,3,h,S,Nelson,11.2,Northern Metropolitan,21650.0,Darebin City Council,0.0,0.0,0.0,593.598993361392,160.2564003565711,738000.0
Reservoir,2,t,PI,Barry,11.2,Northern Metropolitan,21650.0,Darebin City Council,0.0,0.0,0.0,593.598993361392,160.2564003565711,355000.0
Reservoir,3,h,S,Stockdale,11.2,Northern Metropolitan,21650.0,Darebin City Council,0.0,0.0,0.0,593.598993361392,160.2564003565711,590000.0
Reservoir,2,u,PI,Ray,11.2,Northern Metropolitan,21650.0,Darebin City Council,2.0,1.0,1.0,189.0,84.0,415000.0
Reservoir,2,h,S,Nelson,11.2,Northern Metropolitan,21650.0,Darebin City Council,0.0,0.0,0.0,593.598993361392,160.2564003565711,428000.0
Reservoir,3,h,S,Barry,11.2,Northern Metropolitan,21650.0,Darebin City Council,3.0,1.0,2.0,779.0,138.0,731000.0
Reservoir,3,h,S,Ray,11.2,Northern Metropolitan,21650.0,Darebin City Council,0.0,0.0,0.0,593.598993361392,160.2564003565711,798000.0
Reservoir,3,h,S,RW,11.2,Northern Metropolitan,21650.0,Darebin City Council,0.0,0.0,0.0,593.598993361392,160.2564003565711,725000.0
Reservoir,2,u,SP,Barry,11.2,Northern Metropolitan,21650.0,Darebin City Council,2.0,1.0,1.0,117.0,62.0,352000.0
Reservoir,3,h,S,Ray,11.2,Northern Metropolitan,21650.0,Darebin City Council,3.0,1.0,1.0,535.0,86.0,723000.0
Reservoir,2,u,S,Stockdale,11.2,Northern Metropolitan,21650.0,Darebin City Council,2.0,1.0,1.0,99.0,67.0,336000.0
Reservoir,3,h,S,Nelson,11.2,Northern Metropolitan,21650.0,Darebin City Council,3.0,1.0,1.0,1262.0,85.0,685000.0
Reservoir,2,u,S,Barry,11.2,Northern Metropolitan,21650.0,Darebin City Council,0.0,0.0,0.0,593.598993361392,160.2564003565711,550000.0
Reservoir,3,t,S,RW,11.2,Northern Metropolitan,21650.0,Darebin City Council,3.0,2.0,2.0,207.0,160.2564003565711,620000.0
Reservoir,3,h,PI,Barry,11.2,Northern Metropolitan,21650.0,Darebin City Council,3.0,1.0,2.0,762.0,160.2564003565711,620000.0
Reservoir,3,h,S,hockingstuart,11.2,Northern Metropolitan,21650.0,Darebin City Council,3.0,2.0,2.0,676.0,272.0,1025000.0
Reservoir,2,t,S,Nelson,11.2,Northern Metropolitan,21650.0,Darebin City Council,2.0,1.0,1.0,91.0,84.0,490000.0
Reservoir,3,h,S,Stockdale,11.2,Northern Metropolitan,21650.0,Darebin City Council,0.0,0.0,0.0,593.598993361392,160.2564003565711,911000.0
Reservoir,3,h,S,Barry,11.2,Northern Metropolitan,21650.0,Darebin City Council,3.0,1.0,2.0,227.0,118.0,805000.0
Reservoir,4,h,S,Love,11.2,Northern Metropolitan,21650.0,Darebin City Council,4.0,1.0,2.0,855.0,160.2564003565711,770000.0
Reservoir,3,h,S,Barry,11.2,Northern Metropolitan,21650.0,Darebin City Council,0.0,0.0,0.0,593.598993361392,160.2564003565711,659500.0
Reservoir,3,h,S,Barry,11.2,Northern Metropolitan,21650.0,Darebin City Council,0.0,0.0,0.0,593.598993361392,160.2564003565711,660000.0
Reservoir,3,u,S,Nelson,11.2,Northern Metropolitan,21650.0,Darebin City Council,3.0,1.0,2.0,280.0,160.2564003565711,645000.0
Reservoir,3,h,S,Harcourts,11.2,Northern Metropolitan,21650.0,Darebin City Council,3.0,2.0,4.0,466.0,467.0,1005000.0
Reservoir,2,h,S,Barry,11.2,Northern Metropolitan,21650.0,Darebin City Council,2.0,1.0,1.0,487.0,160.2564003565711,931000.0
Reservoir,2,h,S,Barry,11.2,Northern Metropolitan,21650.0,Darebin City Council,2.0,1.0,2.0,950.0,160.2564003565711,810000.0
Reservoir,3,t,SA,Nelson,11.2,Northern Metropolitan,21650.0,Darebin City Council,0.0,0.0,0.0,593.598993361392,160.2564003565711,770000.0
Reservoir,2,t,SP,Nelson,11.2,Northern Metropolitan,21650.0,Darebin City Council,0.0,0.0,0.0,593.598993361392,160.2564003565711,400000.0
Reservoir,3,h,S,Barry,11.2,Northern Metropolitan,21650.0,Darebin City Council,0.0,0.0,0.0,593.598993361392,160.2564003565711,750000.0
Reservoir,2,h,S,Ray,11.2,Northern Metropolitan,21650.0,Darebin City Council,2.0,1.0,1.0,234.0,92.0,535000.0
