"MSN","YYYYMM","Value","Column_Order","Description","Unit"
"OJETPUS","200707","1154.127","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","200708","1131.65","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","200709","1119.735","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","200710","1133.549","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","200711","1031.212","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","200712","1022.31","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","200713","13453.354","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","200801","1063.171","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","200802","972.332","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","200803","1049.452","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","200804","1021.23","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","200805","1043.991","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","200806","1132.189","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","200807","1174.4","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","200808","1146.944","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","200809","822.953","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","200810","806.078","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","200811","720.951","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","200812","753.185","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","200813","11706.876","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","200901","806.743","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","200902","783.979","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","200903","834.474","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","200904","757.875","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","200905","772.676","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","200906","875.787","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","200907","966.258","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","200908","1011.646","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","200909","1022.27","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","200910","959.788","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","200911","910.432","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","200912","930.179","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","200913","10632.107","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201001","909.391","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201002","825.156","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201003","1009.675","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201004","942.625","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201005","1017.214","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201006","964.284","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201007","963.07","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201008","1060.909","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201009","953.692","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201010","807.935","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201011","907.138","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201012","951.698","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201013","11312.787","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201101","929.788","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201102","807.475","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201103","945.344","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201104","917.536","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201105","874.641","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201106","1012.788","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201107","1098.043","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201108","1087.147","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201109","1004.496","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201110","941.066","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201111","942.856","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201112","1005.019","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201113","11566.2","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201201","1016.599","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201202","1044.233","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201203","1076.272","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201204","1057.215","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201205","1002.136","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201206","972.41","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201207","1042.026","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201208","1049.94","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201209","903.67","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201210","894.958","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201211","875.495","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201212","962.63","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201213","11897.585","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201301","1143.596","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201302","968.226","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201303","1070.052","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201304","1019.726","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201305","1087.94","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201306","1047.531","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201307","1148.253","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201308","1143.066","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201309","1086.627","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201310","1071.518","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201311","1060.373","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201312","1006.028","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201313","12852.937","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201401","932.863","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201402","817.236","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201403","865.6","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201404","854.188","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201405","944.397","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201406","968.675","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201407","1068.642","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201408","1135.134","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201409","1126.369","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201410","1082.258","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201411","1073.455","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201412","1152.97","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201413","12021.786","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201501","1246.343","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201502","1024.98","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201503","1090.601","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201504","979.333","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201505","1098.725","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201506","1117.609","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201507","1235.443","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201508","1195.578","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201509","1210.12","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201510","906.478","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201511","901.669","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201512","1109.818","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201513","13116.698","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201601","1194.85","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201602","1061.558","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201603","1197.353","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201604","1132.001","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201605","1053.317","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201606","1043.219","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201607","1076.852","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201608","1063.922","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201609","1020.329","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201610","913.244","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201611","1013.326","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201612","1037.462","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201613","12807.432","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201701","1046.564","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201702","977.644","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201703","1060.248","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201704","1001.36","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201705","1055.752","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201706","992.976","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201707","1047.488","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201708","1133.26","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201709","1059.443","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201710","998.167","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201711","1001.041","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201712","1095.024","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201713","12468.967","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201801","1096.622","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201802","1092.121","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201803","1158.37","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201804","1098.511","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201805","1167.264","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201806","1091.26","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201807","1171.62","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201808","1301.002","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201809","1104.358","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201810","1016.002","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201811","1045.119","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201812","1120.499","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201813","13462.749","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201901","1024.676","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201902","947.634","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201903","1085.548","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201904","947.682","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201905","1054.012","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201906","1009.041","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201907","1185.362","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201908","1147.351","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201909","1111.97","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201910","923.964","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201911","1046.536","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201912","1107.318","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","201913","12591.094","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","202001","1155.423","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","202002","1152.064","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","202003","1047.384","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","202004","802.062","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","202005","884.258","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","202006","866.538","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","202007","937.327","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","202008","1093.539","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","202009","1012.924","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","202010","917.747","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","202011","949.818","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","202012","999.396","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","202013","11818.478","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","202101","1077.249","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","202102","845.946","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","202103","854.069","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","202104","854.442","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","202105","885.6","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","202106","931.4","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","202107","1009.57","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","202108","1026.324","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"OJETPUS","202109","973.741","4","Electricity Net Generation From Other Gases, All Sectors","Million Kilowatthours"
"NUETPUS","194913","0","5","Electricity Net Generation From Nuclear Electric Power, All Sectors","Million Kilowatthours"
"NUETPUS","195013","0","5","Electricity Net Generation From Nuclear Electric Power, All Sectors","Million Kilowatthours"
"NUETPUS","195113","0","5","Electricity Net Generation From Nuclear Electric Power, All Sectors","Million Kilowatthours"
"NUETPUS","195213","0","5","Electricity Net Generation From Nuclear Electric Power, All Sectors","Million Kilowatthours"
"NUETPUS","195313","0","5","Electricity Net Generation From Nuclear Electric Power, All Sectors","Million Kilowatthours"
"NUETPUS","195413","0","5","Electricity Net Generation From Nuclear Electric Power, All Sectors","Million Kilowatthours"
"NUETPUS","195513","0","5","Electricity Net Generation From Nuclear Electric Power, All Sectors","Million Kilowatthours"
"NUETPUS","195613","0","5","Electricity Net Generation From Nuclear Electric Power, All Sectors","Million Kilowatthours"
"NUETPUS","195713","9.67","5","Electricity Net Generation From Nuclear Electric Power, All Sectors","Million Kilowatthours"
"NUETPUS","195813","164.691","5","Electricity Net Generation From Nuclear Electric Power, All Sectors","Million Kilowatthours"
"NUETPUS","195913","188.101","5","Electricity Net Generation From Nuclear Electric Power, All Sectors","Million Kilowatthours"
"NUETPUS","196013","518.182","5","Electricity Net Generation From Nuclear Electric Power, All Sectors","Million Kilowatthours"
"NUETPUS","196113","1692.149","5","Electricity Net Generation From Nuclear Electric Power, All Sectors","Million Kilowatthours"
"NUETPUS","196213","2269.685","5","Electricity Net Generation From Nuclear Electric Power, All Sectors","Million Kilowatthours"
"NUETPUS","196313","3211.836","5","Electricity Net Generation From Nuclear Electric Power, All Sectors","Million Kilowatthours"
"NUETPUS","196413","3342.743","5","Electricity Net Generation From Nuclear Electric Power, All Sectors","Million Kilowatthours"
"NUETPUS","196513","3656.699","5","Electricity Net Generation From Nuclear Electric Power, All Sectors","Million Kilowatthours"
"NUETPUS","196613","5519.909","5","Electricity Net Generation From Nuclear Electric Power, All Sectors","Million Kilowatthours"
"NUETPUS","196713","7655.214","5","Electricity Net Generation From Nuclear Electric Power, All Sectors","Million Kilowatthours"
"NUETPUS","196813","12528.419","5","Electricity Net Generation From Nuclear Electric Power, All Sectors","Million Kilowatthours"
"NUETPUS","196913","13927.839","5","Electricity Net Generation From Nuclear Electric Power, All Sectors","Million Kilowatthours"
"NUETPUS","197013","21804.448","5","Electricity Net Generation From Nuclear Electric Power, All Sectors","Million Kilowatthours"
"NUETPUS","197113","38104.545","5","Electricity Net Generation From Nuclear Electric Power, All Sectors","Million Kilowatthours"
"NUETPUS","197213","54091.135","5","Electricity Net Generation From Nuclear Electric Power, All Sectors","Million Kilowatthours"
"NUETPUS","197301","6246.251","5","Electricity Net Generation From Nuclear Electric Power, All Sectors","Million Kilowatthours"
"NUETPUS","197302","5928.069","5","Electricity Net Generation From Nuclear Electric Power, All Sectors","Million Kilowatthours"
"NUETPUS","197303","6649.007","5","Electricity Net Generation From Nuclear Electric Power, All Sectors","Million Kilowatthours"
"NUETPUS","197304","5876.392","5","Electricity Net Generation From Nuclear Electric Power, All Sectors","Million Kilowatthours"
"NUETPUS","197305","5696.657","5","Electricity Net Generation From Nuclear Electric Power, All Sectors","Million Kilowatthours"
"NUETPUS","197306","6784.152","5","Electricity Net Generation From Nuclear Electric Power, All Sectors","Million Kilowatthours"
"NUETPUS","197307","6960.486","5","Electricity Net Generation From Nuclear Electric Power, All Sectors","Million Kilowatthours"
"NUETPUS","197308","7785.326","5","Electricity Net Generation From Nuclear Electric Power, All Sectors","Million Kilowatthours"
"NUETPUS","197309","7862.383","5","Electricity Net Generation From Nuclear Electric Power, All Sectors","Million Kilowatthours"
"NUETPUS","197310","7518.195","5","Electricity Net Generation From Nuclear Electric Power, All Sectors","Million Kilowatthours"
"NUETPUS","197311","8142.033","5","Electricity Net Generation From Nuclear Electric Power, All Sectors","Million Kilowatthours"
"NUETPUS","197312","8030.511","5","Electricity Net Generation From Nuclear Electric Power, All Sectors","Million Kilowatthours"
"NUETPUS","197313","83479.463","5","Electricity Net Generation From Nuclear Electric Power, All Sectors","Million Kilowatthours"
"NUETPUS","197401","7602.79","5","Electricity Net Generation From Nuclear Electric Power, All Sectors","Million Kilowatthours"
"NUETPUS","197402","8115.522","5","Electricity Net Generation From Nuclear Electric Power, All Sectors","Million Kilowatthours"
"NUETPUS","197403","8777.497","5","Electricity Net Generation From Nuclear Electric Power, All Sectors","Million Kilowatthours"
"NUETPUS","197404","7128.892","5","Electricity Net Generation From Nuclear Electric Power, All Sectors","Million Kilowatthours"
"NUETPUS","197405","6562.335","5","Electricity Net Generation From Nuclear Electric Power, All Sectors","Million Kilowatthours"
"NUETPUS","197406","7079.595","5","Electricity Net Generation From Nuclear Electric Power, All Sectors","Million Kilowatthours"
"NUETPUS","197407","10209.908","5","Electricity Net Generation From Nuclear Electric Power, All Sectors","Million Kilowatthours"
"NUETPUS","197408","12333.452","5","Electricity Net Generation From Nuclear Electric Power, All Sectors","Million Kilowatthours"
"NUETPUS","197409","11009.752","5","Electricity Net Generation From Nuclear Electric Power, All Sectors","Million Kilowatthours"
"NUETPUS","197410","10863.505","5","Electricity Net Generation From Nuclear Electric Power, All Sectors","Million Kilowatthours"
"NUETPUS","197411","11004.327","5","Electricity Net Generation From Nuclear Electric Power, All Sectors","Million Kilowatthours"
"NUETPUS","197412","13288.168","5","Electricity Net Generation From Nuclear Electric Power, All Sectors","Million Kilowatthours"
"NUETPUS","197413","113975.74","5","Electricity Net Generation From Nuclear Electric Power, All Sectors","Million Kilowatthours"
"NUETPUS","197501","13938.354","5","Electricity Net Generation From Nuclear Electric Power, All Sectors","Million Kilowatthours"
"NUETPUS","197502","12733.338","5","Electricity Net Generation From Nuclear Electric Power, All Sectors","Million Kilowatthours"
"NUETPUS","197503","14881.784","5","Electricity Net Generation From Nuclear Electric Power, All Sectors","Million Kilowatthours"
"NUETPUS","197504","13327.245","5","Electricity Net Generation From Nuclear Electric Power, All Sectors","Million Kilowatthours"
"NUETPUS","197505","13763.765","5","Electricity Net Generation From Nuclear Electric Power, All Sectors","Million Kilowatthours"
"NUETPUS","197506","12743.82","5","Electricity Net Generation From Nuclear Electric Power, All Sectors","Million Kilowatthours"
"NUETPUS","197507","15372.216","5","Electricity Net Generation From Nuclear Electric Power, All Sectors","Million Kilowatthours"
"NUETPUS","197508","15879.687","5","Electricity Net Generation From Nuclear Electric Power, All Sectors","Million Kilowatthours"
"NUETPUS","197509","14396.011","5","Electricity Net Generation From Nuclear Electric Power, All Sectors","Million Kilowatthours"
"NUETPUS","197510","14626.168","5","Electricity Net Generation From Nuclear Electric Power, All Sectors","Million Kilowatthours"
"NUETPUS","197511","14164.018","5","Electricity Net Generation From Nuclear Electric Power, All Sectors","Million Kilowatthours"
"NUETPUS","197512","16678.669","5","Electricity Net Generation From Nuclear Electric Power, All Sectors","Million Kilowatthours"
"NUETPUS","197513","172505.075","5","Electricity Net Generation From Nuclear Electric Power, All Sectors","Million Kilowatthours"
"NUETPUS","197601","16098.884","5","Electricity Net Generation From Nuclear Electric Power, All Sectors","Million Kilowatthours"
"NUETPUS","197602","14377.127","5","Electricity Net Generation From Nuclear Electric Power, All Sectors","Million Kilowatthours"
"NUETPUS","197603","13992.977","5","Electricity Net Generation From Nuclear Electric Power, All Sectors","Million Kilowatthours"
"NUETPUS","197604","10981.808","5","Electricity Net Generation From Nuclear Electric Power, All Sectors","Million Kilowatthours"
"NUETPUS","197605","11929.39","5","Electricity Net Generation From Nuclear Electric Power, All Sectors","Million Kilowatthours"
"NUETPUS","197606","15757.435","5","Electricity Net Generation From Nuclear Electric Power, All Sectors","Million Kilowatthours"
"NUETPUS","197607","17708.727","5","Electricity Net Generation From Nuclear Electric Power, All Sectors","Million Kilowatthours"
"NUETPUS","197608","18362.58","5","Electricity Net Generation From Nuclear Electric Power, All Sectors","Million Kilowatthours"
"NUETPUS","197609","17290.311","5","Electricity Net Generation From Nuclear Electric Power, All Sectors","Million Kilowatthours"
"NUETPUS","197610","17355.218","5","Electricity Net Generation From Nuclear Electric Power, All Sectors","Million Kilowatthours"
"NUETPUS","197611","16134.204","5","Electricity Net Generation From Nuclear Electric Power, All Sectors","Million Kilowatthours"
"NUETPUS","197612","21114.871","5","Electricity Net Generation From Nuclear Electric Power, All Sectors","Million Kilowatthours"
"NUETPUS","197613","191103.531","5","Electricity Net Generation From Nuclear Electric Power, All Sectors","Million Kilowatthours"
"NUETPUS","197701","22152.064","5","Electricity Net Generation From Nuclear Electric Power, All Sectors","Million Kilowatthours"
"NUETPUS","197702","19600.518","5","Electricity Net Generation From Nuclear Electric Power, All Sectors","Million Kilowatthours"
"NUETPUS","197703","20672.203","5","Electricity Net Generation From Nuclear Electric Power, All Sectors","Million Kilowatthours"
"NUETPUS","197704","19866.564","5","Electricity Net Generation From Nuclear Electric Power, All Sectors","Million Kilowatthours"
"NUETPUS","197705","20599.284","5","Electricity Net Generation From Nuclear Electric Power, All Sectors","Million Kilowatthours"
"NUETPUS","197706","21517.301","5","Electricity Net Generation From Nuclear Electric Power, All Sectors","Million Kilowatthours"
