psl_year,match_number,team_1,team_2,inning,over,ball,runs,total_runs,wickets,is_four,is_six,is_wicket,wicket,wicket_text,result
2016,21,Quetta Gladiators,Peshawar Zalmi,2,5,6,0,31,1,FALSE,FALSE,FALSE,,,Gladiators
2016,21,Quetta Gladiators,Peshawar Zalmi,2,6,1,0,31,2,FALSE,FALSE,TRUE,2.0,bowled,Gladiators
2016,21,Quetta Gladiators,Peshawar Zalmi,2,6,2,0,31,3,FALSE,FALSE,TRUE,2.0,bowled,Gladiators
2016,21,Quetta Gladiators,Peshawar Zalmi,2,6,3,1,32,3,FALSE,FALSE,FALSE,,,Gladiators
2016,21,Quetta Gladiators,Peshawar Zalmi,2,6,4,0,32,3,FALSE,FALSE,FALSE,,,Gladiators
2016,21,Quetta Gladiators,Peshawar Zalmi,2,6,5,0,32,3,FALSE,FALSE,FALSE,,,Gladiators
2016,21,Quetta Gladiators,Peshawar Zalmi,2,6,6,0,32,3,FALSE,FALSE,FALSE,,,Gladiators
2016,21,Quetta Gladiators,Peshawar Zalmi,2,7,1,1,33,3,FALSE,FALSE,FALSE,,,Gladiators
2016,21,Quetta Gladiators,Peshawar Zalmi,2,7,2,1,34,3,FALSE,FALSE,FALSE,,,Gladiators
2016,21,Quetta Gladiators,Peshawar Zalmi,2,7,3,1,35,3,FALSE,FALSE,FALSE,,,Gladiators
2016,21,Quetta Gladiators,Peshawar Zalmi,2,7,4,1,36,3,FALSE,FALSE,FALSE,,,Gladiators
2016,21,Quetta Gladiators,Peshawar Zalmi,2,7,5,1,37,3,FALSE,FALSE,FALSE,,,Gladiators
2016,21,Quetta Gladiators,Peshawar Zalmi,2,7,6,0,37,3,FALSE,FALSE,FALSE,,,Gladiators
2016,21,Quetta Gladiators,Peshawar Zalmi,2,7,7,0,37,3,FALSE,FALSE,FALSE,,,Gladiators
2016,21,Quetta Gladiators,Peshawar Zalmi,2,8,1,0,37,3,FALSE,FALSE,FALSE,,,Gladiators
2016,21,Quetta Gladiators,Peshawar Zalmi,2,8,2,0,37,3,FALSE,FALSE,FALSE,,,Gladiators
2016,21,Quetta Gladiators,Peshawar Zalmi,2,8,3,1,38,3,FALSE,FALSE,FALSE,,,Gladiators
2016,21,Quetta Gladiators,Peshawar Zalmi,2,8,4,1,39,3,FALSE,FALSE,FALSE,,,Gladiators
2016,21,Quetta Gladiators,Peshawar Zalmi,2,8,5,1,40,3,FALSE,FALSE,FALSE,,,Gladiators
2016,21,Quetta Gladiators,Peshawar Zalmi,2,8,6,2,42,3,FALSE,FALSE,FALSE,,,Gladiators
2016,21,Quetta Gladiators,Peshawar Zalmi,2,9,1,1,43,3,FALSE,FALSE,FALSE,,,Gladiators
2016,21,Quetta Gladiators,Peshawar Zalmi,2,9,2,2,45,3,FALSE,FALSE,FALSE,,,Gladiators
2016,21,Quetta Gladiators,Peshawar Zalmi,2,9,3,0,45,3,FALSE,FALSE,FALSE,,,Gladiators
2016,21,Quetta Gladiators,Peshawar Zalmi,2,9,4,0,45,3,FALSE,FALSE,FALSE,,,Gladiators
2016,21,Quetta Gladiators,Peshawar Zalmi,2,9,5,1,46,3,FALSE,FALSE,FALSE,,,Gladiators
2016,21,Quetta Gladiators,Peshawar Zalmi,2,9,6,0,46,3,FALSE,FALSE,FALSE,,,Gladiators
2016,21,Quetta Gladiators,Peshawar Zalmi,2,10,1,1,47,3,FALSE,FALSE,FALSE,,,Gladiators
2016,21,Quetta Gladiators,Peshawar Zalmi,2,10,2,0,47,3,FALSE,FALSE,FALSE,,,Gladiators
2016,21,Quetta Gladiators,Peshawar Zalmi,2,10,3,4,51,3,TRUE,FALSE,FALSE,,,Gladiators
2016,21,Quetta Gladiators,Peshawar Zalmi,2,10,4,1,52,3,FALSE,FALSE,FALSE,,,Gladiators
2016,21,Quetta Gladiators,Peshawar Zalmi,2,10,5,1,53,3,FALSE,FALSE,FALSE,,,Gladiators
2016,21,Quetta Gladiators,Peshawar Zalmi,2,10,6,0,53,3,FALSE,FALSE,FALSE,,,Gladiators
2016,21,Quetta Gladiators,Peshawar Zalmi,2,11,1,0,53,3,FALSE,FALSE,FALSE,,,Gladiators
2016,21,Quetta Gladiators,Peshawar Zalmi,2,11,2,4,57,3,TRUE,FALSE,FALSE,,,Gladiators
2016,21,Quetta Gladiators,Peshawar Zalmi,2,11,3,0,57,4,FALSE,FALSE,TRUE,2.0,bowled,Gladiators
2016,21,Quetta Gladiators,Peshawar Zalmi,2,11,4,0,57,4,FALSE,FALSE,FALSE,,,Gladiators
2016,21,Quetta Gladiators,Peshawar Zalmi,2,11,5,0,57,4,FALSE,FALSE,FALSE,,,Gladiators
2016,21,Quetta Gladiators,Peshawar Zalmi,2,11,6,0,57,4,FALSE,FALSE,FALSE,,,Gladiators
2016,21,Quetta Gladiators,Peshawar Zalmi,2,12,1,4,61,4,TRUE,FALSE,FALSE,,,Gladiators
2016,21,Quetta Gladiators,Peshawar Zalmi,2,12,2,0,61,4,FALSE,FALSE,FALSE,,,Gladiators
2016,21,Quetta Gladiators,Peshawar Zalmi,2,12,3,1,62,4,FALSE,FALSE,FALSE,,,Gladiators
2016,21,Quetta Gladiators,Peshawar Zalmi,2,12,4,0,62,4,FALSE,FALSE,FALSE,,,Gladiators
2016,21,Quetta Gladiators,Peshawar Zalmi,2,12,5,0,62,4,FALSE,FALSE,FALSE,,,Gladiators
2016,21,Quetta Gladiators,Peshawar Zalmi,2,12,6,0,62,4,FALSE,FALSE,FALSE,,,Gladiators
2016,21,Quetta Gladiators,Peshawar Zalmi,2,13,1,0,62,5,FALSE,FALSE,TRUE,1.0,caught,Gladiators
2016,21,Quetta Gladiators,Peshawar Zalmi,2,13,2,1,63,5,FALSE,FALSE,FALSE,,,Gladiators
2016,21,Quetta Gladiators,Peshawar Zalmi,2,13,3,0,63,5,FALSE,FALSE,FALSE,,,Gladiators
2016,21,Quetta Gladiators,Peshawar Zalmi,2,13,4,0,63,5,FALSE,FALSE,FALSE,,,Gladiators
2016,21,Quetta Gladiators,Peshawar Zalmi,2,13,5,4,67,5,TRUE,FALSE,FALSE,,,Gladiators
2016,21,Quetta Gladiators,Peshawar Zalmi,2,13,6,1,68,5,FALSE,FALSE,FALSE,,,Gladiators
2016,21,Quetta Gladiators,Peshawar Zalmi,2,14,1,4,72,5,TRUE,FALSE,FALSE,,,Gladiators
2016,21,Quetta Gladiators,Peshawar Zalmi,2,14,2,0,72,5,FALSE,FALSE,FALSE,,,Gladiators
2016,21,Quetta Gladiators,Peshawar Zalmi,2,14,3,0,72,5,FALSE,FALSE,FALSE,,,Gladiators
2016,21,Quetta Gladiators,Peshawar Zalmi,2,14,4,0,72,5,FALSE,FALSE,FALSE,,,Gladiators
2016,21,Quetta Gladiators,Peshawar Zalmi,2,14,5,4,76,5,TRUE,FALSE,FALSE,,,Gladiators
2016,21,Quetta Gladiators,Peshawar Zalmi,2,14,6,2,78,5,FALSE,FALSE,FALSE,,,Gladiators
2016,21,Quetta Gladiators,Peshawar Zalmi,2,15,1,1,79,5,FALSE,FALSE,FALSE,,,Gladiators
2016,21,Quetta Gladiators,Peshawar Zalmi,2,15,2,2,81,5,FALSE,FALSE,FALSE,,,Gladiators
2016,21,Quetta Gladiators,Peshawar Zalmi,2,15,3,1,82,5,FALSE,FALSE,FALSE,,,Gladiators
2016,21,Quetta Gladiators,Peshawar Zalmi,2,15,4,1,83,5,FALSE,FALSE,FALSE,,,Gladiators
2016,21,Quetta Gladiators,Peshawar Zalmi,2,15,5,1,84,5,FALSE,FALSE,FALSE,,,Gladiators
2016,21,Quetta Gladiators,Peshawar Zalmi,2,15,6,0,84,6,FALSE,FALSE,TRUE,1.0,caught,Gladiators
2016,21,Quetta Gladiators,Peshawar Zalmi,2,16,1,1,85,6,FALSE,FALSE,FALSE,,,Gladiators
2016,21,Quetta Gladiators,Peshawar Zalmi,2,16,2,1,86,6,FALSE,FALSE,FALSE,,,Gladiators
2016,21,Quetta Gladiators,Peshawar Zalmi,2,16,3,2,88,6,FALSE,FALSE,FALSE,,,Gladiators
2016,21,Quetta Gladiators,Peshawar Zalmi,2,16,4,0,88,6,FALSE,FALSE,FALSE,,,Gladiators
2016,21,Quetta Gladiators,Peshawar Zalmi,2,16,5,0,88,6,FALSE,FALSE,FALSE,,,Gladiators
2016,21,Quetta Gladiators,Peshawar Zalmi,2,16,6,1,89,6,FALSE,FALSE,FALSE,,,Gladiators
2016,21,Quetta Gladiators,Peshawar Zalmi,2,17,1,1,90,6,FALSE,FALSE,FALSE,,,Gladiators
2016,21,Quetta Gladiators,Peshawar Zalmi,2,17,2,4,94,6,TRUE,FALSE,FALSE,,,Gladiators
2016,21,Quetta Gladiators,Peshawar Zalmi,2,17,3,0,94,6,FALSE,FALSE,FALSE,,,Gladiators
2016,21,Quetta Gladiators,Peshawar Zalmi,2,17,4,0,94,6,FALSE,FALSE,FALSE,,,Gladiators
2016,21,Quetta Gladiators,Peshawar Zalmi,2,17,5,1,95,6,FALSE,FALSE,FALSE,,,Gladiators
2016,21,Quetta Gladiators,Peshawar Zalmi,2,17,6,4,99,6,TRUE,FALSE,FALSE,,,Gladiators
2016,21,Quetta Gladiators,Peshawar Zalmi,2,18,1,1,100,6,FALSE,FALSE,FALSE,,,Gladiators
2016,21,Quetta Gladiators,Peshawar Zalmi,2,18,2,1,101,6,FALSE,FALSE,FALSE,,,Gladiators
2016,21,Quetta Gladiators,Peshawar Zalmi,2,18,3,6,107,6,FALSE,TRUE,FALSE,,,Gladiators
2016,21,Quetta Gladiators,Peshawar Zalmi,2,18,4,4,111,6,TRUE,FALSE,FALSE,,,Gladiators
2016,21,Quetta Gladiators,Peshawar Zalmi,2,18,5,2,113,6,FALSE,FALSE,FALSE,,,Gladiators
2016,21,Quetta Gladiators,Peshawar Zalmi,2,18,6,0,113,7,FALSE,FALSE,TRUE,1.0,caught,Gladiators
2016,21,Quetta Gladiators,Peshawar Zalmi,2,19,1,4,117,7,TRUE,FALSE,FALSE,,,Gladiators
2016,21,Quetta Gladiators,Peshawar Zalmi,2,19,2,1,118,7,FALSE,FALSE,FALSE,,,Gladiators
2016,21,Quetta Gladiators,Peshawar Zalmi,2,19,3,2,120,7,FALSE,FALSE,FALSE,,,Gladiators
2016,21,Quetta Gladiators,Peshawar Zalmi,2,19,4,1,121,7,FALSE,FALSE,FALSE,,,Gladiators
2016,21,Quetta Gladiators,Peshawar Zalmi,2,19,5,4,125,7,TRUE,FALSE,FALSE,,,Gladiators
2016,21,Quetta Gladiators,Peshawar Zalmi,2,19,6,0,125,7,FALSE,FALSE,FALSE,,,Gladiators
2016,21,Quetta Gladiators,Peshawar Zalmi,2,19,7,1,126,7,FALSE,FALSE,FALSE,,,Gladiators
2016,21,Quetta Gladiators,Peshawar Zalmi,2,20,1,0,126,7,FALSE,FALSE,FALSE,,,Gladiators
2016,21,Quetta Gladiators,Peshawar Zalmi,2,20,2,4,130,7,TRUE,FALSE,FALSE,,,Gladiators
2016,21,Quetta Gladiators,Peshawar Zalmi,2,20,3,1,131,7,FALSE,FALSE,FALSE,,,Gladiators
2016,21,Quetta Gladiators,Peshawar Zalmi,2,20,4,0,131,8,FALSE,FALSE,TRUE,1.0,caught,Gladiators
2016,21,Quetta Gladiators,Peshawar Zalmi,2,20,5,0,131,9,FALSE,FALSE,TRUE,1.0,caught,Gladiators
2016,21,Quetta Gladiators,Peshawar Zalmi,2,20,6,1,132,9,FALSE,FALSE,FALSE,,,Gladiators
2016,22,Karachi Kings,Islamabad United,1,1,1,0,0,0,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,1,2,0,0,0,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,1,3,0,0,0,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,1,4,0,0,0,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,1,5,0,0,0,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,1,6,0,0,0,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,2,1,0,0,0,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,2,2,0,0,0,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,2,3,1,1,0,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,2,4,0,1,0,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,2,5,0,1,0,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,2,6,1,2,0,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,3,1,4,6,0,TRUE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,3,2,0,6,0,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,3,3,4,10,0,TRUE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,3,4,6,16,0,FALSE,TRUE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,3,5,0,16,0,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,3,6,4,20,0,TRUE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,4,1,0,20,0,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,4,2,0,20,1,FALSE,FALSE,TRUE,2.0,bowled,United
2016,22,Karachi Kings,Islamabad United,1,4,3,0,20,1,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,4,4,1,21,1,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,4,5,1,22,1,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,4,6,0,22,1,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,5,1,1,23,1,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,5,2,4,27,1,TRUE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,5,3,1,28,1,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,5,4,0,28,2,FALSE,FALSE,TRUE,1.0,caught,United
2016,22,Karachi Kings,Islamabad United,1,5,5,0,28,2,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,5,6,0,28,2,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,6,1,1,29,2,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,6,2,0,29,2,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,6,3,0,29,3,FALSE,FALSE,TRUE,1.0,caught,United
2016,22,Karachi Kings,Islamabad United,1,6,4,0,29,3,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,6,5,0,29,3,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,6,6,0,29,3,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,7,1,1,30,3,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,7,2,0,30,3,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,7,3,4,34,3,TRUE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,7,4,1,35,3,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,7,5,0,35,3,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,7,6,0,35,3,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,8,1,0,35,3,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,8,2,1,36,3,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,8,3,1,37,3,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,8,4,1,38,3,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,8,5,0,38,3,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,8,6,1,39,3,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,9,1,0,39,3,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,9,2,0,39,4,FALSE,FALSE,TRUE,1.0,caught,United
2016,22,Karachi Kings,Islamabad United,1,9,3,1,40,4,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,9,4,0,40,4,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,9,5,1,41,4,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,9,6,2,43,4,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,10,1,0,43,4,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,10,2,0,43,4,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,10,3,1,44,4,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,10,4,0,44,4,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,10,5,0,44,4,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,10,6,1,45,4,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,11,1,1,46,4,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,11,2,0,46,4,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,11,3,0,46,4,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,11,4,1,47,4,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,11,5,1,48,4,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,11,6,1,49,4,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,11,7,0,49,4,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,12,1,2,51,4,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,12,2,0,51,4,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,12,3,0,51,4,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,12,4,2,53,4,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,12,5,1,54,4,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,12,6,0,54,4,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,13,1,2,56,4,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,13,2,1,57,4,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,13,3,1,58,4,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,13,4,1,59,4,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,13,5,2,61,4,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,13,6,2,63,4,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,14,1,1,64,4,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,14,2,1,65,4,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,14,3,6,71,4,FALSE,TRUE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,14,4,1,72,4,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,14,5,2,74,4,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,14,6,0,74,4,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,15,1,0,74,4,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,15,2,2,76,4,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,15,3,1,77,4,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,15,4,1,78,4,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,15,5,1,79,4,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,15,6,2,81,4,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,16,1,1,82,4,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,16,2,1,83,4,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,16,3,0,83,4,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,16,4,1,84,4,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,16,5,1,85,4,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,16,6,2,87,4,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,17,1,0,87,4,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,17,2,1,88,4,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,17,3,0,88,5,FALSE,FALSE,TRUE,1.0,caught,United
2016,22,Karachi Kings,Islamabad United,1,17,4,1,89,5,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,17,5,0,89,6,FALSE,FALSE,TRUE,1.0,caught,United
2016,22,Karachi Kings,Islamabad United,1,17,6,1,90,6,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,18,1,1,91,6,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,18,2,1,92,6,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,18,3,0,92,6,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,18,4,2,94,6,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,18,5,1,95,6,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,18,6,4,99,6,TRUE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,19,1,1,100,6,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,19,2,0,100,7,FALSE,FALSE,TRUE,1.0,caught,United
2016,22,Karachi Kings,Islamabad United,1,19,3,0,100,8,FALSE,FALSE,TRUE,1.0,caught,United
2016,22,Karachi Kings,Islamabad United,1,19,4,1,101,8,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,19,5,1,102,8,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,19,6,4,106,8,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,20,1,0,106,8,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,20,2,4,110,8,TRUE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,20,3,0,110,8,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,20,4,1,111,8,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,20,5,0,111,8,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,1,20,6,0,111,9,FALSE,FALSE,TRUE,1.0,caught,United
2016,22,Karachi Kings,Islamabad United,2,1,1,0,0,0,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,2,1,2,0,0,0,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,2,1,3,0,0,0,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,2,1,4,0,0,0,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,2,1,5,1,1,0,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,2,1,6,0,1,0,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,2,2,1,0,1,0,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,2,2,2,0,1,0,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,2,2,3,0,1,0,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,2,2,4,4,5,0,TRUE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,2,2,5,4,9,0,TRUE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,2,2,6,0,9,0,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,2,3,1,0,9,0,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,2,3,2,4,13,0,TRUE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,2,3,3,0,13,0,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,2,3,4,0,13,0,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,2,3,5,1,14,0,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,2,3,6,0,14,0,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,2,4,1,4,18,0,TRUE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,2,4,2,0,18,0,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,2,4,3,0,18,1,FALSE,FALSE,TRUE,1.0,caught,United
2016,22,Karachi Kings,Islamabad United,2,4,4,1,19,1,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,2,4,5,1,20,1,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,2,4,6,4,24,1,TRUE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,2,5,1,0,24,1,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,2,5,2,6,30,1,FALSE,TRUE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,2,5,3,0,30,1,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,2,5,4,0,30,1,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,2,5,5,1,31,1,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,2,5,6,0,31,1,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,2,6,1,1,32,1,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,2,6,2,1,33,1,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,2,6,3,1,34,1,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,2,6,4,0,34,1,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,2,6,5,0,34,1,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,2,6,6,0,34,1,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,2,6,7,4,38,1,TRUE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,2,7,1,1,39,1,FALSE,FALSE,FALSE,,,United
2016,22,Karachi Kings,Islamabad United,2,7,2,1,40,1,FALSE,FALSE,FALSE,,,United
