temperature,rainfall,humidity,yeild_apples
60.00,22.00,92.00,68.40
55.00,85.00,60.00,63.50
74.00,45.00,82.00,72.20
39.00,98.00,90.00,76.30
69.00,79.00,42.00,57.50
97.00,51.00,49.00,63.80
97.00,61.00,87.00,84.80
60.00,58.00,71.00,65.10
76.00,30.00,81.00,69.30
46.00,73.00,87.00,71.90
50.00,96.00,73.00,70.70
34.00,42.00,54.00,45.60
60.00,20.00,33.00,38.50
69.00,56.00,45.00,54.40
53.00,50.00,35.00,43.40
57.00,93.00,31.00,51.20
21.00,54.00,41.00,37.60
42.00,79.00,54.00,55.40
42.00,27.00,89.00,62.50
76.00,49.00,66.00,65.60
70.00,92.00,80.00,79.40
57.00,40.00,45.00,47.60
25.00,46.00,62.00,47.70
29.00,89.00,25.00,39.00
71.00,98.00,69.00,75.40
31.00,79.00,47.00,48.60
56.00,74.00,48.00,55.60
94.00,21.00,64.00,64.40
58.00,100.00,67.00,70.90
57.00,100.00,28.00,51.10
48.00,72.00,20.00,38.80
86.00,79.00,93.00,88.10
41.00,35.00,43.00,40.80
72.00,27.00,38.00,46.00
95.00,41.00,34.00,53.70
75.00,55.00,74.00,70.50
87.00,65.00,95.00,86.60
84.00,69.00,49.00,63.50
88.00,57.00,20.00,47.80
25.00,42.00,86.00,58.90
28.00,95.00,46.00,50.40
48.00,79.00,97.00,78.70
40.00,25.00,21.00,27.50
97.00,45.00,29.00,52.60
85.00,42.00,83.00,75.40
92.00,100.00,81.00,88.10
72.00,78.00,99.00,86.70
56.00,35.00,42.00,44.80
58.00,39.00,58.00,54.20
99.00,46.00,56.00,66.90
28.00,82.00,22.00,35.80
93.00,93.00,44.00,68.50
23.00,32.00,83.00,54.80
49.00,67.00,76.00,66.10
27.00,63.00,93.00,67.20
91.00,63.00,92.00,85.90
26.00,51.00,70.00,53.00
95.00,67.00,69.00,76.40
78.00,42.00,25.00,44.30
59.00,81.00,29.00,48.40
32.00,99.00,59.00,58.90
62.00,66.00,91.00,77.30
47.00,21.00,36.00,36.30
52.00,23.00,53.00,46.70
70.00,96.00,74.00,77.20
32.00,83.00,85.00,68.70
65.00,54.00,95.00,77.80
44.00,89.00,66.00,64.00
59.00,77.00,75.00,70.60
96.00,25.00,87.00,77.30
24.00,86.00,33.00,40.90
76.00,85.00,72.00,75.80
64.00,73.00,90.00,78.80
56.00,94.00,78.00,74.60
28.00,89.00,98.00,75.20
32.00,83.00,25.00,38.70
66.00,73.00,29.00,48.90
26.00,77.00,21.00,33.70
36.00,86.00,35.00,45.50
73.00,44.00,61.00,61.20
90.00,23.00,51.00,57.10
52.00,48.00,31.00,40.70
54.00,34.00,49.00,47.50
32.00,64.00,65.00,54.90
69.00,61.00,55.00,60.40
54.00,64.00,64.00,61.00
20.00,82.00,91.00,67.90
25.00,62.00,32.00,35.90
75.00,99.00,100.00,92.30
23.00,28.00,71.00,48.00
41.00,58.00,91.00,69.40
70.00,88.00,33.00,55.10
76.00,25.00,51.00,53.30
62.00,27.00,49.00,48.50
97.00,30.00,28.00,49.10
24.00,45.00,84.00,58.20
31.00,60.00,36.00,39.30
30.00,32.00,64.00,47.40
36.00,72.00,51.00,50.70
35.00,41.00,21.00,29.20
21.00,65.00,41.00,39.80
50.00,54.00,66.00,58.80
85.00,65.00,69.00,73.00
32.00,57.00,96.00,69.00
96.00,32.00,42.00,56.20
53.00,25.00,95.00,68.40
23.00,88.00,52.00,50.50
86.00,70.00,70.00,74.80
97.00,33.00,36.00,53.70
74.00,21.00,37.00,44.90
56.00,69.00,65.00,63.10
24.00,56.00,76.00,56.40
27.00,72.00,42.00,43.50
20.00,70.00,77.00,58.50
51.00,63.00,47.00,51.40
82.00,87.00,55.00,69.50
42.00,71.00,60.00,56.80
83.00,51.00,85.00,77.60
68.00,54.00,26.00,44.20
90.00,92.00,52.00,71.40
97.00,60.00,91.00,86.60
65.00,71.00,32.00,49.70
98.00,64.00,65.00,74.70
81.00,29.00,70.00,65.10
97.00,29.00,25.00,47.40
29.00,30.00,40.00,34.70
30.00,83.00,54.00,52.60
61.00,37.00,51.00,51.20
49.00,80.00,24.00,42.70
92.00,96.00,53.00,73.30
30.00,45.00,97.00,66.50
69.00,22.00,81.00,65.60
48.00,30.00,98.00,69.40
50.00,79.00,53.00,57.30
60.00,98.00,61.00,68.10
97.00,84.00,20.00,55.90
21.00,63.00,74.00,55.90
24.00,33.00,50.00,38.80
54.00,99.00,80.00,76.00
40.00,28.00,100.00,67.60
44.00,93.00,78.00,70.80
78.00,48.00,65.00,65.50
26.00,65.00,98.00,69.80
74.00,62.00,56.00,62.60
40.00,68.00,22.00,36.60
79.00,40.00,91.00,77.20
68.00,52.00,93.00,77.30
72.00,54.00,33.00,48.90
31.00,95.00,87.00,71.80
66.00,23.00,38.00,43.40
57.00,36.00,84.00,66.30
40.00,80.00,47.00,51.50
82.00,36.00,92.00,77.80
21.00,37.00,21.00,24.20
65.00,24.00,27.00,37.80
80.00,69.00,60.00,67.80
82.00,94.00,69.00,77.90
63.00,29.00,57.00,53.20
61.00,82.00,48.00,58.70
96.00,66.00,39.00,61.50
41.00,93.00,65.00,63.40
73.00,68.00,41.00,56.00
43.00,98.00,23.00,44.00
45.00,31.00,91.00,65.20
20.00,78.00,86.00,64.60
47.00,37.00,74.00,58.50
95.00,28.00,44.00,56.10
27.00,81.00,77.00,62.80
46.00,28.00,95.00,66.90
64.00,97.00,62.00,69.60
56.00,52.00,75.00,64.70
45.00,71.00,88.00,71.70
31.00,81.00,83.00,67.00
84.00,26.00,49.00,54.90
87.00,76.00,20.00,51.30
40.00,50.00,42.00,43.00
64.00,70.00,48.00,57.20
66.00,29.00,53.00,52.10
28.00,37.00,59.00,45.30
51.00,36.00,30.00,37.50
62.00,96.00,86.00,80.80
61.00,47.00,62.00,58.70
69.00,66.00,53.00,60.40
41.00,45.00,49.00,45.80
75.00,35.00,76.00,67.50
27.00,58.00,77.00,58.20
35.00,33.00,20.00,27.10
65.00,82.00,25.00,48.40
44.00,89.00,36.00,49.00
93.00,39.00,86.00,78.70
21.00,87.00,40.00,43.70
78.00,48.00,61.00,63.50
22.00,22.00,42.00,32.00
23.00,66.00,99.00,69.60
97.00,41.00,52.00,63.30
42.00,36.00,51.00,45.30
99.00,25.00,64.00,66.70
25.00,42.00,36.00,33.90
82.00,20.00,47.00,52.10
39.00,41.00,37.00,38.40
29.00,29.00,62.00,45.50
39.00,75.00,38.00,45.70
43.00,79.00,94.00,75.70
87.00,70.00,48.00,64.10
96.00,49.00,56.00,66.60
54.00,42.00,46.00,47.60
52.00,64.00,25.00,40.90
84.00,98.00,30.00,59.80
39.00,59.00,71.00,59.00
26.00,26.00,64.00,45.00
95.00,24.00,43.00,54.80
78.00,45.00,51.00,57.90
30.00,31.00,88.00,59.20
95.00,69.00,30.00,57.30
33.00,85.00,58.00,55.90
20.00,97.00,34.00,42.40
74.00,57.00,55.00,61.10
67.00,65.00,38.00,52.10
36.00,80.00,78.00,65.80
98.00,59.00,46.00,64.20
32.00,64.00,89.00,66.90
48.00,22.00,26.00,31.80
44.00,20.00,37.00,35.70
37.00,72.00,58.00,54.50
26.00,75.00,55.00,50.30
23.00,72.00,49.00,45.80
82.00,46.00,59.00,63.30
48.00,42.00,48.00,46.80
52.00,78.00,27.00,44.70
49.00,73.00,36.00,47.30
82.00,32.00,42.00,52.00
77.00,77.00,89.00,83.00
62.00,21.00,54.00,49.80
70.00,47.00,75.00,67.90
81.00,43.00,79.00,72.40
54.00,71.00,32.00,46.40
63.00,34.00,38.00,44.70
22.00,59.00,74.00,55.40
47.00,93.00,26.00,45.70
45.00,37.00,93.00,67.40
44.00,22.00,58.00,46.60
79.00,35.00,58.00,59.70
57.00,45.00,54.00,53.10
45.00,99.00,47.00,56.80
60.00,90.00,31.00,51.50
20.00,62.00,47.00,41.90
63.00,26.00,61.00,54.60
50.00,28.00,70.00,55.60
44.00,76.00,98.00,77.40
20.00,81.00,31.00,37.70
84.00,83.00,59.00,71.30
63.00,94.00,37.00,56.20
45.00,76.00,86.00,71.70
48.00,47.00,63.00,55.30
22.00,40.00,30.00,29.60
91.00,71.00,57.00,70.00
65.00,77.00,49.00,59.40
23.00,69.00,87.00,64.20
72.00,65.00,33.00,51.10
28.00,44.00,82.00,58.20
53.00,38.00,92.00,69.50
46.00,74.00,69.00,63.10
40.00,25.00,67.00,50.50
33.00,48.00,55.00,47.00
84.00,21.00,60.00,59.40
68.00,46.00,68.00,63.60
31.00,92.00,32.00,43.70
84.00,48.00,79.00,74.30
67.00,41.00,49.00,52.80
90.00,37.00,39.00,53.90
88.00,45.00,41.00,55.90
67.00,47.00,55.00,57.00
90.00,84.00,68.00,77.80
66.00,28.00,45.00,47.90
59.00,65.00,64.00,62.70
21.00,28.00,32.00,27.90
24.00,25.00,51.00,37.70
86.00,26.00,84.00,73.00
94.00,21.00,34.00,49.40
51.00,40.00,37.00,41.80
98.00,34.00,61.00,66.70
23.00,26.00,88.00,56.10
92.00,39.00,24.00,47.40
37.00,36.00,79.00,57.80
36.00,31.00,23.00,28.50
62.00,80.00,79.00,74.10
43.00,25.00,73.00,54.40
65.00,36.00,67.00,60.20
67.00,88.00,93.00,84.20
93.00,57.00,36.00,57.30
99.00,95.00,84.00,90.70
52.00,87.00,56.00,61.00
73.00,35.00,90.00,73.90
33.00,87.00,47.00,50.80
40.00,80.00,59.00,57.50
62.00,59.00,68.00,64.40
40.00,71.00,28.00,40.20
90.00,39.00,92.00,80.80
31.00,43.00,45.00,40.40
79.00,23.00,74.00,65.30
44.00,69.00,76.00,65.00
20.00,60.00,20.00,28.00
29.00,40.00,26.00,29.70
85.00,97.00,99.00,94.40
90.00,25.00,26.00,45.00
51.00,71.00,41.00,50.00
94.00,35.00,87.00,78.70
86.00,99.00,78.00,84.60
49.00,37.00,94.00,69.10
72.00,40.00,56.00,57.60
74.00,97.00,82.00,82.60
35.00,73.00,22.00,36.10
40.00,81.00,66.00,61.20
39.00,66.00,36.00,42.90
74.00,73.00,100.00,86.80
62.00,40.00,87.00,70.10
89.00,20.00,83.00,72.20
29.00,83.00,58.00,54.30
98.00,22.00,24.00,45.80
96.00,80.00,63.00,76.30
46.00,74.00,58.00,57.60
40.00,97.00,77.00,69.90
89.00,49.00,100.00,86.50
20.00,52.00,50.00,41.40
83.00,57.00,42.00,57.30
30.00,29.00,54.00,41.80
34.00,57.00,92.00,67.60
44.00,87.00,52.00,56.60
27.00,33.00,64.00,46.70
78.00,54.00,66.00,67.20
71.00,92.00,78.00,78.70
60.00,54.00,69.00,63.30
58.00,68.00,31.00,46.50
30.00,30.00,23.00,26.50
43.00,34.00,46.00,42.70
50.00,71.00,90.00,74.20
58.00,51.00,67.00,61.10
75.00,78.00,94.00,85.10
41.00,91.00,40.00,50.50
20.00,39.00,64.00,45.80
98.00,45.00,33.00,54.90
43.00,24.00,97.00,66.20
88.00,32.00,33.00,49.30
46.00,29.00,34.00,36.60
85.00,83.00,77.00,80.60
21.00,60.00,95.00,65.80
45.00,64.00,30.00,41.30
76.00,40.00,24.00,42.80
70.00,63.00,58.00,62.60
34.00,78.00,64.00,57.80
66.00,60.00,81.00,72.30
31.00,81.00,85.00,68.00
58.00,55.00,61.00,58.90
40.00,71.00,100.00,76.20
30.00,23.00,97.00,62.10
26.00,86.00,36.00,43.00
95.00,51.00,70.00,73.70
97.00,56.00,78.00,79.30
27.00,28.00,29.00,28.20
89.00,99.00,31.00,62.00
74.00,81.00,43.00,59.90
27.00,33.00,56.00,42.70
46.00,50.00,33.00,40.30
53.00,24.00,25.00,33.20
54.00,96.00,37.00,53.90
34.00,20.00,55.00,41.70
33.00,38.00,54.00,44.50
47.00,100.00,51.00,59.60
42.00,41.00,72.00,56.80
80.00,59.00,96.00,83.80
37.00,34.00,100.00,67.90
42.00,59.00,71.00,59.90
39.00,25.00,45.00,39.20
56.00,65.00,24.00,41.80
21.00,87.00,84.00,65.70
30.00,56.00,95.00,67.70
84.00,52.00,53.00,62.10
34.00,21.00,79.00,53.90
65.00,25.00,99.00,74.00
42.00,76.00,84.00,69.80
55.00,97.00,83.00,77.40
58.00,81.00,50.00,58.60
83.00,75.00,22.00,50.90
24.00,37.00,77.00,53.10
31.00,42.00,98.00,66.70
67.00,49.00,94.00,76.90
97.00,42.00,89.00,82.00
25.00,49.00,47.00,40.80
26.00,76.00,77.00,61.50
90.00,80.00,67.00,76.50
88.00,100.00,42.00,67.40
75.00,57.00,64.00,65.90
80.00,70.00,38.00,57.00
40.00,40.00,90.00,65.00
95.00,80.00,35.00,62.00
98.00,73.00,63.00,75.50
52.00,70.00,63.00,61.10
49.00,78.00,38.00,49.30
34.00,42.00,54.00,45.60
22.00,63.00,52.00,45.20
86.00,45.00,34.00,51.80
55.00,90.00,24.00,46.50
59.00,27.00,99.00,72.60
80.00,88.00,90.00,86.60
51.00,93.00,60.00,63.90
69.00,42.00,32.00,45.10
59.00,74.00,38.00,51.50
84.00,92.00,46.00,66.60
49.00,65.00,84.00,69.70
30.00,77.00,62.00,55.40
94.00,28.00,53.00,60.30
76.00,45.00,87.00,75.30
100.00,49.00,42.00,60.80
26.00,70.00,35.00,39.30
37.00,61.00,98.00,72.30
70.00,91.00,85.00,81.70
29.00,56.00,51.00,45.40
40.00,33.00,25.00,31.10
42.00,61.00,82.00,65.80
29.00,84.00,33.00,42.00
72.00,56.00,35.00,50.30
22.00,48.00,51.00,41.70
75.00,20.00,42.00,47.50
61.00,88.00,55.00,63.40
70.00,63.00,47.00,57.10
43.00,79.00,99.00,78.20
56.00,53.00,59.00,56.90
50.00,41.00,23.00,34.70
80.00,26.00,88.00,73.20
33.00,80.00,54.00,52.90
79.00,51.00,80.00,73.90
53.00,94.00,39.00,54.20
43.00,73.00,57.00,56.00
64.00,25.00,22.00,35.20
72.00,70.00,78.00,74.60
48.00,97.00,22.00,44.80
50.00,43.00,26.00,36.60
68.00,92.00,78.00,77.80
68.00,77.00,99.00,85.30
31.00,53.00,52.00,45.90
88.00,74.00,28.00,55.20
21.00,38.00,58.00,42.90
26.00,83.00,58.00,53.40
94.00,85.00,46.00,68.20
56.00,22.00,51.00,46.70
96.00,75.00,82.00,84.80
45.00,25.00,58.00,47.50
46.00,37.00,100.00,71.20
22.00,92.00,71.00,60.50
52.00,87.00,45.00,55.50
55.00,22.00,72.00,56.90
47.00,32.00,56.00,48.50
32.00,70.00,37.00,42.10
26.00,79.00,82.00,64.60
65.00,64.00,32.00,48.30
32.00,83.00,42.00,47.20
30.00,34.00,77.00,54.30
54.00,75.00,72.00,67.20
84.00,26.00,99.00,79.90
66.00,59.00,50.00,56.60
25.00,100.00,31.00,43.00
59.00,71.00,91.00,77.40
86.00,53.00,56.00,64.40
43.00,52.00,42.00,44.30
90.00,87.00,78.00,83.40
40.00,72.00,23.00,37.90
24.00,30.00,39.00,32.70
21.00,22.00,79.00,50.20
46.00,41.00,48.00,46.00
92.00,42.00,46.00,59.00
92.00,41.00,26.00,48.80
51.00,52.00,45.00,48.20
100.00,90.00,23.00,59.50
48.00,75.00,93.00,75.90
89.00,48.00,97.00,84.80
59.00,75.00,56.00,60.70
90.00,72.00,22.00,52.40
23.00,71.00,44.00,43.10
70.00,72.00,63.00,66.90
27.00,69.00,92.00,67.90
32.00,72.00,98.00,73.00
45.00,88.00,84.00,73.10
76.00,21.00,97.00,75.50
46.00,52.00,32.00,40.20
90.00,46.00,41.00,56.70
74.00,24.00,83.00,68.50
81.00,72.00,72.00,74.70
95.00,73.00,57.00,71.60
28.00,67.00,47.00,45.30
27.00,32.00,24.00,26.50
44.00,76.00,96.00,76.40
35.00,52.00,71.00,56.40
32.00,63.00,86.00,65.20
35.00,52.00,66.00,53.90
23.00,47.00,93.00,62.80
54.00,30.00,51.00,47.70
63.00,40.00,51.00,52.40
28.00,43.00,61.00,47.50
67.00,43.00,85.00,71.20
62.00,38.00,80.00,66.20
32.00,50.00,89.00,64.10
95.00,82.00,70.00,79.90
79.00,83.00,42.00,61.30
22.00,57.00,86.00,61.00
23.00,66.00,86.00,63.10
33.00,41.00,59.00,47.60
93.00,34.00,83.00,76.20
46.00,32.00,54.00,47.20
48.00,26.00,87.00,63.10
65.00,49.00,75.00,66.80
65.00,80.00,80.00,75.50
48.00,86.00,56.00,59.60
61.00,52.00,37.00,47.20
72.00,79.00,75.00,74.90
94.00,65.00,36.00,59.20
71.00,23.00,54.00,52.90
33.00,77.00,77.00,63.80
28.00,58.00,72.00,56.00
49.00,80.00,31.00,46.20
96.00,81.00,74.00,82.00
32.00,44.00,100.00,68.40
63.00,88.00,43.00,58.00
40.00,68.00,70.00,60.60
94.00,55.00,21.00,49.70
95.00,77.00,61.00,74.40
75.00,70.00,69.00,71.00
23.00,35.00,94.00,60.90
66.00,52.00,40.00,50.20
88.00,87.00,91.00,89.30
28.00,40.00,98.00,65.40
73.00,21.00,30.00,41.10
88.00,59.00,63.00,69.70
62.00,88.00,39.00,55.70
23.00,86.00,59.00,53.60
37.00,71.00,25.00,37.80
41.00,20.00,41.00,36.80
30.00,26.00,82.00,55.20
48.00,88.00,33.00,48.50
58.00,70.00,57.00,59.90
76.00,31.00,84.00,71.00
94.00,73.00,92.00,88.80
69.00,43.00,72.00,65.30
87.00,71.00,92.00,86.30
68.00,56.00,45.00,54.10
72.00,81.00,37.00,56.30
23.00,44.00,96.00,63.70
54.00,20.00,67.00,53.70
78.00,50.00,43.00,54.90
69.00,20.00,99.00,74.20
80.00,64.00,39.00,56.30
35.00,34.00,54.00,44.30
24.00,43.00,82.00,56.80
33.00,98.00,46.00,52.50
97.00,69.00,88.00,86.90
92.00,73.00,38.00,61.20
83.00,76.00,74.00,77.10
87.00,31.00,20.00,42.30
96.00,77.00,30.00,59.20
96.00,96.00,25.00,60.50
85.00,81.00,55.00,69.20
20.00,33.00,49.00,37.10
46.00,70.00,31.00,43.30
42.00,25.00,55.00,45.10
59.00,40.00,89.00,70.20
51.00,25.00,65.00,52.80
57.00,81.00,20.00,43.30
37.00,35.00,93.00,64.60
90.00,70.00,82.00,82.00
78.00,22.00,44.00,49.80
93.00,99.00,74.00,84.70
70.00,22.00,52.00,51.40
45.00,84.00,88.00,74.30
30.00,35.00,56.00,44.00
56.00,85.00,90.00,78.80
27.00,79.00,27.00,37.40
83.00,25.00,52.00,55.90
39.00,57.00,69.00,57.60
92.00,43.00,58.00,65.20
81.00,22.00,100.00,78.70
30.00,74.00,85.00,66.30
37.00,61.00,64.00,55.30
26.00,41.00,96.00,64.00
86.00,98.00,35.00,62.90
37.00,61.00,65.00,55.80
75.00,20.00,58.00,55.50
58.00,45.00,32.00,42.40
37.00,77.00,65.00,59.00
87.00,71.00,73.00,76.80
37.00,48.00,74.00,57.70
70.00,84.00,51.00,63.30
98.00,96.00,30.00,63.60
68.00,59.00,74.00,69.20
49.00,81.00,28.00,44.90
44.00,27.00,27.00,32.10
38.00,46.00,21.00,31.10
68.00,75.00,33.00,51.90
29.00,91.00,68.00,60.90
36.00,70.00,60.00,54.80
71.00,28.00,74.00,63.90
32.00,28.00,56.00,43.20
70.00,20.00,91.00,70.50
56.00,84.00,43.00,55.10
34.00,66.00,92.00,69.40
46.00,77.00,65.00,61.70
100.00,52.00,71.00,75.90
80.00,24.00,71.00,64.30
36.00,82.00,38.00,46.20
37.00,97.00,68.00,64.50
63.00,23.00,69.00,58.00
62.00,43.00,43.00,48.70
62.00,67.00,90.00,77.00
100.00,67.00,100.00,93.40
98.00,46.00,79.00,78.10
74.00,93.00,74.00,77.80
20.00,24.00,57.00,39.30
42.00,36.00,97.00,68.30
57.00,44.00,41.00,46.40
26.00,84.00,62.00,55.60
82.00,25.00,99.00,79.10
92.00,43.00,92.00,82.20
72.00,95.00,42.00,61.60
95.00,33.00,25.00,47.60
100.00,56.00,82.00,82.20
55.00,79.00,88.00,76.30
23.00,52.00,46.00,40.30
76.00,77.00,98.00,87.20
80.00,40.00,34.00,49.00
94.00,90.00,54.00,73.20
61.00,84.00,45.00,57.60
54.00,77.00,24.00,43.60
38.00,66.00,34.00,41.60
52.00,32.00,24.00,34.00
46.00,49.00,74.00,60.60
86.00,86.00,64.00,75.00
84.00,64.00,94.00,85.00
79.00,88.00,63.00,72.80
99.00,94.00,83.00,90.00
51.00,49.00,89.00,69.60
58.00,48.00,63.00,58.50
66.00,43.00,48.00,52.40
24.00,99.00,47.00,50.50
20.00,62.00,51.00,43.90
46.00,81.00,79.00,69.50
41.00,43.00,70.00,55.90
70.00,38.00,61.00,59.10
73.00,67.00,96.00,83.30
74.00,45.00,34.00,48.20
97.00,85.00,46.00,69.10
96.00,25.00,63.00,65.30
49.00,40.00,65.00,55.20
58.00,98.00,33.00,53.50
53.00,24.00,63.00,52.20
77.00,95.00,56.00,70.10
56.00,57.00,41.00,48.70
36.00,49.00,55.00,48.10
58.00,64.00,78.00,69.20
31.00,94.00,53.00,54.60
45.00,28.00,32.00,35.10
61.00,43.00,69.00,61.40
56.00,40.00,32.00,40.80
90.00,69.00,68.00,74.80
77.00,23.00,95.00,75.20
33.00,54.00,95.00,68.20
62.00,53.00,78.00,68.20
28.00,54.00,39.00,38.70
76.00,74.00,47.00,61.10
93.00,33.00,30.00,49.50
66.00,26.00,81.00,65.50
94.00,25.00,64.00,65.20
76.00,49.00,32.00,48.60
31.00,45.00,32.00,34.30
99.00,23.00,20.00,44.30
37.00,40.00,99.00,68.60
41.00,29.00,73.00,54.60
33.00,72.00,72.00,60.30
57.00,24.00,39.00,41.40
42.00,49.00,31.00,37.90
84.00,56.00,40.00,56.40
67.00,55.00,25.00,43.60
48.00,36.00,28.00,35.60
50.00,33.00,38.00,40.60
87.00,39.00,25.00,46.40
94.00,42.00,46.00,59.60
29.00,92.00,38.00,46.10
90.00,22.00,73.00,67.90
20.00,79.00,35.00,39.30
57.00,26.00,31.00,37.80
42.00,62.00,43.00,46.50
75.00,31.00,87.00,72.20
54.00,84.00,61.00,63.50
97.00,20.00,84.00,75.10
95.00,80.00,80.00,84.50
37.00,36.00,53.00,44.80
66.00,87.00,52.00,63.20
76.00,92.00,28.00,55.20
57.00,76.00,55.00,59.80
58.00,71.00,29.00,46.10
61.00,43.00,39.00,46.40
67.00,44.00,95.00,76.40
97.00,67.00,81.00,83.00
79.00,83.00,84.00,82.30
73.00,59.00,48.00,57.70
60.00,54.00,95.00,76.30
37.00,33.00,32.00,33.70
90.00,55.00,69.00,72.50
39.00,56.00,76.00,60.90
30.00,25.00,49.00,38.50
63.00,84.00,77.00,74.20
22.00,98.00,57.00,54.70
24.00,81.00,95.00,70.90
75.00,23.00,68.00,61.10
77.00,46.00,99.00,81.80
94.00,89.00,60.00,76.00
35.00,32.00,80.00,56.90
66.00,23.00,50.00,49.40
25.00,40.00,32.00,31.50
75.00,55.00,51.00,59.00
35.00,58.00,85.00,64.60
27.00,44.00,78.00,55.90
59.00,99.00,67.00,71.00
55.00,69.00,77.00,68.80
31.00,39.00,92.00,63.10
91.00,87.00,93.00,91.20
51.00,59.00,43.00,48.60
96.00,22.00,51.00,58.70
94.00,30.00,56.00,62.20
73.00,60.00,60.00,63.90
32.00,80.00,29.00,40.10
93.00,54.00,56.00,66.70
61.00,55.00,65.00,61.80
69.00,39.00,43.00,50.00
81.00,36.00,81.00,72.00
37.00,60.00,100.00,73.10
44.00,67.00,53.00,53.10
28.00,30.00,95.00,61.90
35.00,44.00,77.00,57.80
63.00,39.00,79.00,66.20
48.00,85.00,75.00,68.90
88.00,33.00,61.00,63.50
60.00,70.00,91.00,77.50
65.00,83.00,56.00,64.10
30.00,48.00,36.00,36.60
22.00,45.00,83.00,57.10
68.00,60.00,73.00,68.90
49.00,44.00,79.00,63.00
37.00,96.00,44.00,52.30
45.00,95.00,48.00,56.50
60.00,38.00,33.00,42.10
38.00,30.00,80.00,57.40
37.00,56.00,61.00,52.80
28.00,42.00,33.00,33.30
63.00,83.00,46.00,58.50
79.00,74.00,82.00,79.50
29.00,22.00,95.00,60.60
36.00,90.00,85.00,71.30
90.00,74.00,83.00,83.30
48.00,29.00,44.00,42.20
77.00,89.00,52.00,66.90
97.00,62.00,25.00,54.00
61.00,59.00,66.00,63.10
26.00,41.00,56.00,44.00
81.00,97.00,57.00,72.20
63.00,26.00,30.00,39.10
27.00,69.00,29.00,36.40
43.00,93.00,73.00,68.00
29.00,98.00,97.00,76.80
56.00,76.00,37.00,50.50
22.00,93.00,56.00,53.20
72.00,25.00,34.00,43.60
91.00,61.00,29.00,54.00
74.00,43.00,78.00,69.80
48.00,71.00,29.00,43.10
82.00,92.00,26.00,56.00
99.00,72.00,72.00,80.10
52.00,48.00,60.00,55.20
65.00,63.00,56.00,60.10
38.00,60.00,62.00,54.40
24.00,51.00,38.00,36.40
99.00,88.00,95.00,94.80
71.00,99.00,83.00,82.60
31.00,88.00,22.00,37.90
43.00,41.00,78.00,60.10
27.00,88.00,81.00,66.20
70.00,29.00,26.00,39.80
60.00,24.00,71.00,58.30
54.00,32.00,28.00,36.60
47.00,67.00,36.00,45.50
82.00,35.00,39.00,51.10
43.00,39.00,56.00,48.70
33.00,68.00,49.00,48.00
37.00,63.00,62.00,54.70
38.00,84.00,78.00,67.20
23.00,58.00,59.00,48.00
44.00,91.00,20.00,41.40
98.00,78.00,28.00,59.00
45.00,83.00,96.00,78.10
31.00,85.00,82.00,67.30
72.00,94.00,42.00,61.40
41.00,37.00,54.00,46.70
91.00,93.00,56.00,73.90
23.00,24.00,70.00,46.70
90.00,31.00,94.00,80.20
35.00,51.00,41.00,41.20
39.00,76.00,92.00,72.90
90.00,91.00,35.00,62.70
61.00,43.00,36.00,44.90
71.00,82.00,20.00,47.70
97.00,55.00,55.00,67.60
52.00,86.00,42.00,53.80
100.00,51.00,50.00,65.20
67.00,83.00,20.00,46.70
89.00,47.00,60.00,66.10
63.00,33.00,63.00,57.00
63.00,71.00,75.00,70.60
29.00,56.00,24.00,31.90
88.00,35.00,82.00,74.40
77.00,86.00,72.00,76.30
21.00,97.00,66.00,58.70
99.00,66.00,99.00,92.40
54.00,95.00,98.00,84.20
44.00,26.00,77.00,56.90
37.00,90.00,35.00,46.60
39.00,86.00,72.00,64.90
85.00,31.00,50.00,56.70
80.00,31.00,68.00,64.20
92.00,21.00,31.00,47.30
76.00,62.00,66.00,68.20
79.00,71.00,57.00,66.40
86.00,40.00,38.00,52.80
97.00,26.00,52.00,60.30
89.00,69.00,61.00,71.00
26.00,98.00,78.00,66.40
48.00,33.00,44.00,43.00
59.00,21.00,91.00,67.40
26.00,71.00,82.00,63.00
69.00,97.00,84.00,82.10
38.00,46.00,96.00,68.60
50.00,83.00,25.00,44.10
60.00,84.00,52.00,60.80
100.00,73.00,71.00,80.10
89.00,37.00,81.00,74.60
33.00,56.00,60.00,51.10
84.00,26.00,94.00,77.40
60.00,41.00,23.00,37.70
69.00,45.00,39.00,49.20
47.00,66.00,42.00,48.30
31.00,66.00,45.00,45.00
54.00,53.00,100.00,76.80
24.00,72.00,60.00,51.60
65.00,36.00,54.00,53.70
36.00,45.00,31.00,35.30
37.00,21.00,50.00,40.30
49.00,56.00,40.00,45.90
24.00,99.00,99.00,76.50
64.00,73.00,37.00,52.30
36.00,99.00,24.00,42.60
98.00,26.00,92.00,80.60
36.00,77.00,59.00,55.70
39.00,27.00,39.00,36.60
90.00,56.00,58.00,67.20
26.00,60.00,21.00,30.30
66.00,22.00,57.00,52.70
66.00,68.00,59.00,62.90
43.00,41.00,80.00,61.10
21.00,60.00,21.00,28.80
95.00,70.00,65.00,75.00
45.00,91.00,21.00,42.20
20.00,21.00,22.00,21.20
35.00,44.00,28.00,33.30
89.00,73.00,64.00,73.30
48.00,82.00,77.00,69.30
26.00,96.00,52.00,53.00
83.00,62.00,67.00,70.80
