temperature,rainfall,humidity
70.00,88.00,33.00
76.00,25.00,51.00
62.00,27.00,49.00
97.00,30.00,28.00
24.00,45.00,84.00
31.00,60.00,36.00
30.00,32.00,64.00
36.00,72.00,51.00
35.00,41.00,21.00
21.00,65.00,41.00
50.00,54.00,66.00
85.00,65.00,69.00
32.00,57.00,96.00
96.00,32.00,42.00
53.00,25.00,95.00
23.00,88.00,52.00
86.00,70.00,70.00
97.00,33.00,36.00
74.00,21.00,37.00
56.00,69.00,65.00
24.00,56.00,76.00
27.00,72.00,42.00
20.00,70.00,77.00
51.00,63.00,47.00
82.00,87.00,55.00
42.00,71.00,60.00
83.00,51.00,85.00
68.00,54.00,26.00
90.00,92.00,52.00
97.00,60.00,91.00
65.00,71.00,32.00
98.00,64.00,65.00
81.00,29.00,70.00
97.00,29.00,25.00
29.00,30.00,40.00
30.00,83.00,54.00
61.00,37.00,51.00
49.00,80.00,24.00
92.00,96.00,53.00
30.00,45.00,97.00
69.00,22.00,81.00
48.00,30.00,98.00
50.00,79.00,53.00
60.00,98.00,61.00
97.00,84.00,20.00
21.00,63.00,74.00
24.00,33.00,50.00
54.00,99.00,80.00
40.00,28.00,100.00
44.00,93.00,78.00
78.00,48.00,65.00
26.00,65.00,98.00
74.00,62.00,56.00
40.00,68.00,22.00
79.00,40.00,91.00
68.00,52.00,93.00
72.00,54.00,33.00
31.00,95.00,87.00
66.00,23.00,38.00
57.00,36.00,84.00
40.00,80.00,47.00
82.00,36.00,92.00
21.00,37.00,21.00
65.00,24.00,27.00
80.00,69.00,60.00
82.00,94.00,69.00
63.00,29.00,57.00
61.00,82.00,48.00
96.00,66.00,39.00
41.00,93.00,65.00
73.00,68.00,41.00
43.00,98.00,23.00
45.00,31.00,91.00
20.00,78.00,86.00
47.00,37.00,74.00
95.00,28.00,44.00
27.00,81.00,77.00
46.00,28.00,95.00
64.00,97.00,62.00
56.00,52.00,75.00
45.00,71.00,88.00
31.00,81.00,83.00
84.00,26.00,49.00
87.00,76.00,20.00
40.00,50.00,42.00
64.00,70.00,48.00
66.00,29.00,53.00
28.00,37.00,59.00
51.00,36.00,30.00
62.00,96.00,86.00
61.00,47.00,62.00
69.00,66.00,53.00
41.00,45.00,49.00
75.00,35.00,76.00
27.00,58.00,77.00
35.00,33.00,20.00
65.00,82.00,25.00
44.00,89.00,36.00
93.00,39.00,86.00
21.00,87.00,40.00
78.00,48.00,61.00
22.00,22.00,42.00
23.00,66.00,99.00
97.00,41.00,52.00
42.00,36.00,51.00
99.00,25.00,64.00
25.00,42.00,36.00
82.00,20.00,47.00
39.00,41.00,37.00
29.00,29.00,62.00
39.00,75.00,38.00
43.00,79.00,94.00
87.00,70.00,48.00
96.00,49.00,56.00
54.00,42.00,46.00
52.00,64.00,25.00
84.00,98.00,30.00
39.00,59.00,71.00
26.00,26.00,64.00
95.00,24.00,43.00
78.00,45.00,51.00
30.00,31.00,88.00
95.00,69.00,30.00
33.00,85.00,58.00
20.00,97.00,34.00
74.00,57.00,55.00
67.00,65.00,38.00
36.00,80.00,78.00
98.00,59.00,46.00
32.00,64.00,89.00
48.00,22.00,26.00
44.00,20.00,37.00
37.00,72.00,58.00
26.00,75.00,55.00
23.00,72.00,49.00
82.00,46.00,59.00
48.00,42.00,48.00
52.00,78.00,27.00
49.00,73.00,36.00
82.00,32.00,42.00
77.00,77.00,89.00
62.00,21.00,54.00
70.00,47.00,75.00
81.00,43.00,79.00
54.00,71.00,32.00
63.00,34.00,38.00
22.00,59.00,74.00
47.00,93.00,26.00
45.00,37.00,93.00
44.00,22.00,58.00
79.00,35.00,58.00
57.00,45.00,54.00
45.00,99.00,47.00
60.00,90.00,31.00
20.00,62.00,47.00
63.00,26.00,61.00
50.00,28.00,70.00
44.00,76.00,98.00
20.00,81.00,31.00
84.00,83.00,59.00
63.00,94.00,37.00
45.00,76.00,86.00
48.00,47.00,63.00
22.00,40.00,30.00
91.00,71.00,57.00
65.00,77.00,49.00
23.00,69.00,87.00
72.00,65.00,33.00
28.00,44.00,82.00
53.00,38.00,92.00
46.00,74.00,69.00
40.00,25.00,67.00
33.00,48.00,55.00
84.00,21.00,60.00
68.00,46.00,68.00
31.00,92.00,32.00
84.00,48.00,79.00
67.00,41.00,49.00
90.00,37.00,39.00
88.00,45.00,41.00
67.00,47.00,55.00
90.00,84.00,68.00
66.00,28.00,45.00
59.00,65.00,64.00
21.00,28.00,32.00
24.00,25.00,51.00
86.00,26.00,84.00
94.00,21.00,34.00
51.00,40.00,37.00
98.00,34.00,61.00
23.00,26.00,88.00
92.00,39.00,24.00
37.00,36.00,79.00
36.00,31.00,23.00
62.00,80.00,79.00
43.00,25.00,73.00
65.00,36.00,67.00
67.00,88.00,93.00
93.00,57.00,36.00
99.00,95.00,84.00
52.00,87.00,56.00
73.00,35.00,90.00
33.00,87.00,47.00
40.00,80.00,59.00
62.00,59.00,68.00
40.00,71.00,28.00
90.00,39.00,92.00
31.00,43.00,45.00
79.00,23.00,74.00
44.00,69.00,76.00
20.00,60.00,20.00
29.00,40.00,26.00
85.00,97.00,99.00
90.00,25.00,26.00
51.00,71.00,41.00
94.00,35.00,87.00
86.00,99.00,78.00
49.00,37.00,94.00
72.00,40.00,56.00
74.00,97.00,82.00
35.00,73.00,22.00
40.00,81.00,66.00
39.00,66.00,36.00
74.00,73.00,100.00
62.00,40.00,87.00
89.00,20.00,83.00
29.00,83.00,58.00
98.00,22.00,24.00
96.00,80.00,63.00
46.00,74.00,58.00
40.00,97.00,77.00
89.00,49.00,100.00
20.00,52.00,50.00
83.00,57.00,42.00
30.00,29.00,54.00
34.00,57.00,92.00
44.00,87.00,52.00
27.00,33.00,64.00
78.00,54.00,66.00
71.00,92.00,78.00
60.00,54.00,69.00
58.00,68.00,31.00
30.00,30.00,23.00
43.00,34.00,46.00
50.00,71.00,90.00
58.00,51.00,67.00
75.00,78.00,94.00
41.00,91.00,40.00
20.00,39.00,64.00
98.00,45.00,33.00
43.00,24.00,97.00
88.00,32.00,33.00
46.00,29.00,34.00
85.00,83.00,77.00
21.00,60.00,95.00
45.00,64.00,30.00
76.00,40.00,24.00
70.00,63.00,58.00
34.00,78.00,64.00
66.00,60.00,81.00
31.00,81.00,85.00
58.00,55.00,61.00
40.00,71.00,100.00
30.00,23.00,97.00
26.00,86.00,36.00
95.00,51.00,70.00
97.00,56.00,78.00
27.00,28.00,29.00
89.00,99.00,31.00
74.00,81.00,43.00
27.00,33.00,56.00
46.00,50.00,33.00
53.00,24.00,25.00
54.00,96.00,37.00
34.00,20.00,55.00
33.00,38.00,54.00
47.00,100.00,51.00
42.00,41.00,72.00
80.00,59.00,96.00
37.00,34.00,100.00
42.00,59.00,71.00
39.00,25.00,45.00
56.00,65.00,24.00
21.00,87.00,84.00
30.00,56.00,95.00
84.00,52.00,53.00
34.00,21.00,79.00
65.00,25.00,99.00
42.00,76.00,84.00
55.00,97.00,83.00
58.00,81.00,50.00
83.00,75.00,22.00
24.00,37.00,77.00
31.00,42.00,98.00
67.00,49.00,94.00
97.00,42.00,89.00
25.00,49.00,47.00
26.00,76.00,77.00
90.00,80.00,67.00
88.00,100.00,42.00
75.00,57.00,64.00
80.00,70.00,38.00
40.00,40.00,90.00
95.00,80.00,35.00
98.00,73.00,63.00
52.00,70.00,63.00
49.00,78.00,38.00
34.00,42.00,54.00
22.00,63.00,52.00
86.00,45.00,34.00
55.00,90.00,24.00
59.00,27.00,99.00
80.00,88.00,90.00
51.00,93.00,60.00
69.00,42.00,32.00
59.00,74.00,38.00
84.00,92.00,46.00
49.00,65.00,84.00
30.00,77.00,62.00
94.00,28.00,53.00
76.00,45.00,87.00
100.00,49.00,42.00
26.00,70.00,35.00
37.00,61.00,98.00
70.00,91.00,85.00
29.00,56.00,51.00
40.00,33.00,25.00
42.00,61.00,82.00
29.00,84.00,33.00
72.00,56.00,35.00
22.00,48.00,51.00
75.00,20.00,42.00
61.00,88.00,55.00
70.00,63.00,47.00
43.00,79.00,99.00
56.00,53.00,59.00
50.00,41.00,23.00
80.00,26.00,88.00
33.00,80.00,54.00
79.00,51.00,80.00
53.00,94.00,39.00
43.00,73.00,57.00
64.00,25.00,22.00
72.00,70.00,78.00
48.00,97.00,22.00
50.00,43.00,26.00
68.00,92.00,78.00
68.00,77.00,99.00
31.00,53.00,52.00
88.00,74.00,28.00
21.00,38.00,58.00
26.00,83.00,58.00
94.00,85.00,46.00
56.00,22.00,51.00
96.00,75.00,82.00
45.00,25.00,58.00
46.00,37.00,100.00
22.00,92.00,71.00
52.00,87.00,45.00
55.00,22.00,72.00
47.00,32.00,56.00
32.00,70.00,37.00
26.00,79.00,82.00
65.00,64.00,32.00
32.00,83.00,42.00
30.00,34.00,77.00
54.00,75.00,72.00
84.00,26.00,99.00
66.00,59.00,50.00
25.00,100.00,31.00
59.00,71.00,91.00
86.00,53.00,56.00
43.00,52.00,42.00
90.00,87.00,78.00
40.00,72.00,23.00
24.00,30.00,39.00
21.00,22.00,79.00
46.00,41.00,48.00
92.00,42.00,46.00
92.00,41.00,26.00
51.00,52.00,45.00
100.00,90.00,23.00
48.00,75.00,93.00
89.00,48.00,97.00
59.00,75.00,56.00
90.00,72.00,22.00
23.00,71.00,44.00
70.00,72.00,63.00
27.00,69.00,92.00
32.00,72.00,98.00
45.00,88.00,84.00
76.00,21.00,97.00
46.00,52.00,32.00
90.00,46.00,41.00
74.00,24.00,83.00
81.00,72.00,72.00
95.00,73.00,57.00
28.00,67.00,47.00
27.00,32.00,24.00
44.00,76.00,96.00
35.00,52.00,71.00
32.00,63.00,86.00
35.00,52.00,66.00
23.00,47.00,93.00
54.00,30.00,51.00
63.00,40.00,51.00
28.00,43.00,61.00
67.00,43.00,85.00
62.00,38.00,80.00
32.00,50.00,89.00
95.00,82.00,70.00
79.00,83.00,42.00
22.00,57.00,86.00
23.00,66.00,86.00
33.00,41.00,59.00
93.00,34.00,83.00
46.00,32.00,54.00
48.00,26.00,87.00
65.00,49.00,75.00
65.00,80.00,80.00
48.00,86.00,56.00
61.00,52.00,37.00
72.00,79.00,75.00
94.00,65.00,36.00
71.00,23.00,54.00
33.00,77.00,77.00
28.00,58.00,72.00
49.00,80.00,31.00
96.00,81.00,74.00
32.00,44.00,100.00
63.00,88.00,43.00
40.00,68.00,70.00
94.00,55.00,21.00
95.00,77.00,61.00
75.00,70.00,69.00
23.00,35.00,94.00
66.00,52.00,40.00
88.00,87.00,91.00
28.00,40.00,98.00
73.00,21.00,30.00
88.00,59.00,63.00
62.00,88.00,39.00
23.00,86.00,59.00
37.00,71.00,25.00
41.00,20.00,41.00
30.00,26.00,82.00
48.00,88.00,33.00
58.00,70.00,57.00
76.00,31.00,84.00
94.00,73.00,92.00
69.00,43.00,72.00
87.00,71.00,92.00
68.00,56.00,45.00
72.00,81.00,37.00
23.00,44.00,96.00
54.00,20.00,67.00
78.00,50.00,43.00
69.00,20.00,99.00
80.00,64.00,39.00
35.00,34.00,54.00
24.00,43.00,82.00
33.00,98.00,46.00
97.00,69.00,88.00
92.00,73.00,38.00
83.00,76.00,74.00
87.00,31.00,20.00
96.00,77.00,30.00
96.00,96.00,25.00
85.00,81.00,55.00
20.00,33.00,49.00
46.00,70.00,31.00
42.00,25.00,55.00
59.00,40.00,89.00
51.00,25.00,65.00
57.00,81.00,20.00
37.00,35.00,93.00
90.00,70.00,82.00
78.00,22.00,44.00
93.00,99.00,74.00
70.00,22.00,52.00
45.00,84.00,88.00
30.00,35.00,56.00
56.00,85.00,90.00
27.00,79.00,27.00
83.00,25.00,52.00
39.00,57.00,69.00
92.00,43.00,58.00
81.00,22.00,100.00
30.00,74.00,85.00
37.00,61.00,64.00
26.00,41.00,96.00
86.00,98.00,35.00
37.00,61.00,65.00
75.00,20.00,58.00
58.00,45.00,32.00
37.00,77.00,65.00
87.00,71.00,73.00
37.00,48.00,74.00
70.00,84.00,51.00
98.00,96.00,30.00
68.00,59.00,74.00
49.00,81.00,28.00
44.00,27.00,27.00
38.00,46.00,21.00
68.00,75.00,33.00
29.00,91.00,68.00
36.00,70.00,60.00
71.00,28.00,74.00
32.00,28.00,56.00
70.00,20.00,91.00
56.00,84.00,43.00
34.00,66.00,92.00
46.00,77.00,65.00
100.00,52.00,71.00
80.00,24.00,71.00
36.00,82.00,38.00
37.00,97.00,68.00
63.00,23.00,69.00
62.00,43.00,43.00
62.00,67.00,90.00
100.00,67.00,100.00
98.00,46.00,79.00
74.00,93.00,74.00
20.00,24.00,57.00
42.00,36.00,97.00
57.00,44.00,41.00
26.00,84.00,62.00
82.00,25.00,99.00
92.00,43.00,92.00
72.00,95.00,42.00
95.00,33.00,25.00
100.00,56.00,82.00
55.00,79.00,88.00
23.00,52.00,46.00
76.00,77.00,98.00
80.00,40.00,34.00
94.00,90.00,54.00
61.00,84.00,45.00
54.00,77.00,24.00
38.00,66.00,34.00
52.00,32.00,24.00
46.00,49.00,74.00
86.00,86.00,64.00
84.00,64.00,94.00
79.00,88.00,63.00
99.00,94.00,83.00
51.00,49.00,89.00
58.00,48.00,63.00
66.00,43.00,48.00
24.00,99.00,47.00
20.00,62.00,51.00
46.00,81.00,79.00
41.00,43.00,70.00
70.00,38.00,61.00
73.00,67.00,96.00
74.00,45.00,34.00
97.00,85.00,46.00
96.00,25.00,63.00
49.00,40.00,65.00
58.00,98.00,33.00
53.00,24.00,63.00
77.00,95.00,56.00
56.00,57.00,41.00
36.00,49.00,55.00
58.00,64.00,78.00
31.00,94.00,53.00
45.00,28.00,32.00
61.00,43.00,69.00
56.00,40.00,32.00
90.00,69.00,68.00
77.00,23.00,95.00
33.00,54.00,95.00
62.00,53.00,78.00
28.00,54.00,39.00
76.00,74.00,47.00
93.00,33.00,30.00
66.00,26.00,81.00
94.00,25.00,64.00
76.00,49.00,32.00
31.00,45.00,32.00
99.00,23.00,20.00
37.00,40.00,99.00
41.00,29.00,73.00
33.00,72.00,72.00
57.00,24.00,39.00
42.00,49.00,31.00
84.00,56.00,40.00
67.00,55.00,25.00
48.00,36.00,28.00
50.00,33.00,38.00
87.00,39.00,25.00
94.00,42.00,46.00
29.00,92.00,38.00
90.00,22.00,73.00
20.00,79.00,35.00
57.00,26.00,31.00
42.00,62.00,43.00
75.00,31.00,87.00
54.00,84.00,61.00
97.00,20.00,84.00
95.00,80.00,80.00
37.00,36.00,53.00
66.00,87.00,52.00
76.00,92.00,28.00
57.00,76.00,55.00
58.00,71.00,29.00
61.00,43.00,39.00
67.00,44.00,95.00
97.00,67.00,81.00
79.00,83.00,84.00
73.00,59.00,48.00
60.00,54.00,95.00
37.00,33.00,32.00
90.00,55.00,69.00
39.00,56.00,76.00
30.00,25.00,49.00
63.00,84.00,77.00
22.00,98.00,57.00
24.00,81.00,95.00
75.00,23.00,68.00
77.00,46.00,99.00
94.00,89.00,60.00
35.00,32.00,80.00
66.00,23.00,50.00
25.00,40.00,32.00
75.00,55.00,51.00
35.00,58.00,85.00
27.00,44.00,78.00
59.00,99.00,67.00
55.00,69.00,77.00
31.00,39.00,92.00
91.00,87.00,93.00
51.00,59.00,43.00
96.00,22.00,51.00
94.00,30.00,56.00
73.00,60.00,60.00
32.00,80.00,29.00
93.00,54.00,56.00
61.00,55.00,65.00
69.00,39.00,43.00
81.00,36.00,81.00
37.00,60.00,100.00
44.00,67.00,53.00
28.00,30.00,95.00
35.00,44.00,77.00
63.00,39.00,79.00
48.00,85.00,75.00
88.00,33.00,61.00
60.00,70.00,91.00
65.00,83.00,56.00
30.00,48.00,36.00
22.00,45.00,83.00
68.00,60.00,73.00
49.00,44.00,79.00
37.00,96.00,44.00
45.00,95.00,48.00
60.00,38.00,33.00
38.00,30.00,80.00
37.00,56.00,61.00
28.00,42.00,33.00
63.00,83.00,46.00
79.00,74.00,82.00
29.00,22.00,95.00
36.00,90.00,85.00
90.00,74.00,83.00
48.00,29.00,44.00
77.00,89.00,52.00
97.00,62.00,25.00
61.00,59.00,66.00
26.00,41.00,56.00
81.00,97.00,57.00
63.00,26.00,30.00
27.00,69.00,29.00
43.00,93.00,73.00
29.00,98.00,97.00
56.00,76.00,37.00
22.00,93.00,56.00
72.00,25.00,34.00
91.00,61.00,29.00
74.00,43.00,78.00
48.00,71.00,29.00
82.00,92.00,26.00
99.00,72.00,72.00
52.00,48.00,60.00
65.00,63.00,56.00
38.00,60.00,62.00
24.00,51.00,38.00
99.00,88.00,95.00
71.00,99.00,83.00
31.00,88.00,22.00
43.00,41.00,78.00
27.00,88.00,81.00
70.00,29.00,26.00
60.00,24.00,71.00
54.00,32.00,28.00
47.00,67.00,36.00
82.00,35.00,39.00
43.00,39.00,56.00
33.00,68.00,49.00
37.00,63.00,62.00
38.00,84.00,78.00
23.00,58.00,59.00
44.00,91.00,20.00
98.00,78.00,28.00
45.00,83.00,96.00
31.00,85.00,82.00
72.00,94.00,42.00
41.00,37.00,54.00
91.00,93.00,56.00
23.00,24.00,70.00
90.00,31.00,94.00
35.00,51.00,41.00
39.00,76.00,92.00
90.00,91.00,35.00
61.00,43.00,36.00
71.00,82.00,20.00
97.00,55.00,55.00
52.00,86.00,42.00
100.00,51.00,50.00
67.00,83.00,20.00
89.00,47.00,60.00
63.00,33.00,63.00
63.00,71.00,75.00
29.00,56.00,24.00
88.00,35.00,82.00
77.00,86.00,72.00
21.00,97.00,66.00
99.00,66.00,99.00
54.00,95.00,98.00
44.00,26.00,77.00
37.00,90.00,35.00
39.00,86.00,72.00
85.00,31.00,50.00
80.00,31.00,68.00
92.00,21.00,31.00
76.00,62.00,66.00
79.00,71.00,57.00
86.00,40.00,38.00
97.00,26.00,52.00
89.00,69.00,61.00
26.00,98.00,78.00
48.00,33.00,44.00
59.00,21.00,91.00
26.00,71.00,82.00
69.00,97.00,84.00
38.00,46.00,96.00
50.00,83.00,25.00
60.00,84.00,52.00
100.00,73.00,71.00
89.00,37.00,81.00
33.00,56.00,60.00
84.00,26.00,94.00
60.00,41.00,23.00
69.00,45.00,39.00
47.00,66.00,42.00
31.00,66.00,45.00
54.00,53.00,100.00
24.00,72.00,60.00
65.00,36.00,54.00
36.00,45.00,31.00
37.00,21.00,50.00
49.00,56.00,40.00
24.00,99.00,99.00
64.00,73.00,37.00
36.00,99.00,24.00
98.00,26.00,92.00
36.00,77.00,59.00
39.00,27.00,39.00
90.00,56.00,58.00
26.00,60.00,21.00
66.00,22.00,57.00
66.00,68.00,59.00
43.00,41.00,80.00
21.00,60.00,21.00
95.00,70.00,65.00
45.00,91.00,21.00
20.00,21.00,22.00
35.00,44.00,28.00
89.00,73.00,64.00
48.00,82.00,77.00
26.00,96.00,52.00
83.00,62.00,67.00
33.00,77.00,32.00
84.00,82.00,87.00
57.00,68.00,53.00
79.00,47.00,22.00
66.00,75.00,31.00
77.00,20.00,55.00
60.00,57.00,62.00
77.00,46.00,39.00
91.00,84.00,48.00
55.00,65.00,74.00
64.00,43.00,25.00
32.00,33.00,20.00
37.00,22.00,59.00
20.00,22.00,25.00
87.00,21.00,53.00
42.00,97.00,88.00
74.00,92.00,95.00
75.00,55.00,84.00
57.00,44.00,21.00
92.00,81.00,27.00
62.00,21.00,91.00
96.00,41.00,75.00
51.00,68.00,75.00
66.00,72.00,84.00
56.00,93.00,80.00
21.00,68.00,38.00
79.00,77.00,35.00
73.00,43.00,59.00
20.00,74.00,95.00
27.00,72.00,95.00
47.00,39.00,27.00
38.00,36.00,26.00
83.00,71.00,41.00
34.00,91.00,73.00
99.00,60.00,87.00
21.00,80.00,36.00
36.00,63.00,73.00
70.00,75.00,74.00
82.00,95.00,57.00
88.00,88.00,71.00
27.00,23.00,47.00
28.00,52.00,63.00
32.00,71.00,56.00
91.00,55.00,66.00
30.00,66.00,44.00
37.00,27.00,50.00
84.00,56.00,26.00
100.00,80.00,31.00
52.00,69.00,27.00
31.00,92.00,40.00
34.00,49.00,36.00
65.00,89.00,25.00
31.00,34.00,64.00
87.00,86.00,70.00
48.00,27.00,54.00
81.00,75.00,81.00
68.00,36.00,91.00
52.00,59.00,29.00
59.00,39.00,37.00
33.00,20.00,94.00
40.00,48.00,89.00
93.00,43.00,39.00
80.00,26.00,100.00
89.00,39.00,77.00
32.00,68.00,22.00
85.00,84.00,46.00
87.00,70.00,30.00
44.00,77.00,60.00
87.00,70.00,48.00
25.00,76.00,22.00
48.00,73.00,50.00
32.00,35.00,39.00
50.00,71.00,46.00
92.00,32.00,45.00
40.00,50.00,50.00
95.00,27.00,27.00
41.00,28.00,24.00
30.00,68.00,29.00
57.00,36.00,80.00
83.00,63.00,25.00
33.00,29.00,25.00
95.00,53.00,66.00
31.00,24.00,42.00
86.00,50.00,74.00
88.00,88.00,69.00
28.00,58.00,84.00
92.00,96.00,65.00
67.00,31.00,65.00
44.00,28.00,59.00
57.00,65.00,88.00
24.00,67.00,95.00
61.00,100.00,98.00
53.00,25.00,72.00
50.00,42.00,58.00
77.00,87.00,77.00
95.00,63.00,69.00
50.00,59.00,37.00
99.00,70.00,44.00
26.00,59.00,79.00
22.00,23.00,81.00
21.00,97.00,79.00
84.00,33.00,76.00
93.00,20.00,50.00
70.00,20.00,73.00
40.00,97.00,43.00
82.00,61.00,70.00
57.00,98.00,57.00
25.00,75.00,37.00
37.00,69.00,67.00
70.00,84.00,45.00
50.00,29.00,80.00
60.00,26.00,36.00
67.00,22.00,47.00
84.00,31.00,100.00
100.00,80.00,78.00
74.00,47.00,55.00
35.00,42.00,25.00
40.00,33.00,82.00
51.00,56.00,84.00
35.00,84.00,52.00
72.00,65.00,59.00
61.00,94.00,30.00
89.00,72.00,87.00
47.00,64.00,76.00
31.00,43.00,76.00
21.00,36.00,89.00
60.00,21.00,90.00
66.00,91.00,61.00
27.00,96.00,50.00
71.00,78.00,28.00
47.00,89.00,95.00
44.00,54.00,50.00
61.00,23.00,75.00
90.00,66.00,49.00
65.00,48.00,40.00
67.00,77.00,41.00
28.00,90.00,88.00
28.00,73.00,66.00
34.00,48.00,84.00
38.00,57.00,84.00
20.00,71.00,33.00
38.00,34.00,74.00
70.00,82.00,30.00
64.00,46.00,22.00
62.00,97.00,29.00
71.00,61.00,46.00
31.00,59.00,37.00
90.00,65.00,61.00
64.00,62.00,22.00
64.00,39.00,80.00
92.00,44.00,22.00
98.00,81.00,22.00
79.00,23.00,21.00
68.00,86.00,58.00
47.00,70.00,36.00
90.00,43.00,92.00
28.00,25.00,68.00
42.00,36.00,50.00
40.00,31.00,36.00
41.00,86.00,28.00
60.00,56.00,95.00
77.00,73.00,43.00
32.00,67.00,96.00
36.00,99.00,69.00
74.00,98.00,27.00
50.00,27.00,87.00
35.00,22.00,90.00
73.00,27.00,33.00
47.00,61.00,87.00
49.00,24.00,20.00
62.00,22.00,30.00
20.00,78.00,74.00
63.00,47.00,24.00
72.00,45.00,99.00
49.00,35.00,67.00
57.00,25.00,71.00
58.00,61.00,37.00
44.00,66.00,42.00
35.00,90.00,98.00
22.00,88.00,78.00
24.00,96.00,26.00
95.00,45.00,97.00
31.00,96.00,91.00
91.00,31.00,86.00
75.00,69.00,37.00
78.00,44.00,97.00
45.00,59.00,92.00
57.00,76.00,94.00
49.00,75.00,92.00
56.00,34.00,26.00
93.00,67.00,23.00
27.00,28.00,38.00
32.00,44.00,41.00
42.00,37.00,52.00
26.00,26.00,79.00
88.00,64.00,50.00
44.00,81.00,53.00
97.00,58.00,46.00
73.00,93.00,24.00
35.00,66.00,24.00
29.00,55.00,24.00
21.00,89.00,31.00
33.00,68.00,61.00
68.00,66.00,91.00
57.00,61.00,89.00
73.00,25.00,57.00
92.00,62.00,31.00
55.00,25.00,51.00
30.00,72.00,69.00
50.00,70.00,62.00
79.00,80.00,22.00
98.00,52.00,51.00
46.00,60.00,79.00
55.00,23.00,48.00
32.00,46.00,52.00
61.00,82.00,51.00
47.00,21.00,48.00
46.00,62.00,77.00
24.00,54.00,86.00
61.00,96.00,60.00
93.00,38.00,55.00
73.00,47.00,61.00
27.00,54.00,68.00
77.00,63.00,41.00
80.00,73.00,66.00
33.00,67.00,37.00
94.00,99.00,96.00
29.00,87.00,38.00
22.00,55.00,88.00
30.00,72.00,31.00
72.00,56.00,69.00
70.00,90.00,45.00
54.00,57.00,24.00
58.00,82.00,54.00
61.00,93.00,37.00
71.00,73.00,81.00
86.00,32.00,50.00
67.00,43.00,39.00
98.00,65.00,48.00
68.00,90.00,69.00
78.00,54.00,47.00
92.00,61.00,25.00
98.00,88.00,99.00
36.00,69.00,53.00
72.00,83.00,74.00
77.00,65.00,57.00
40.00,23.00,100.00
42.00,83.00,51.00
81.00,87.00,82.00
39.00,70.00,54.00
99.00,88.00,51.00
20.00,33.00,49.00
95.00,87.00,53.00
45.00,42.00,47.00
83.00,68.00,66.00
81.00,73.00,90.00
49.00,29.00,84.00
52.00,98.00,36.00
75.00,71.00,36.00
87.00,50.00,71.00
68.00,79.00,100.00
25.00,64.00,85.00
50.00,94.00,77.00
45.00,52.00,21.00
45.00,84.00,92.00
43.00,44.00,53.00
39.00,39.00,30.00
48.00,95.00,78.00
73.00,52.00,27.00
60.00,24.00,30.00
92.00,33.00,34.00
69.00,40.00,33.00
74.00,96.00,26.00
34.00,20.00,65.00
89.00,49.00,83.00
80.00,30.00,30.00
75.00,59.00,95.00
50.00,99.00,82.00
29.00,69.00,67.00
80.00,92.00,90.00
97.00,38.00,75.00
96.00,92.00,33.00
91.00,94.00,47.00
98.00,53.00,23.00
55.00,25.00,25.00
74.00,59.00,56.00
40.00,77.00,39.00
91.00,90.00,24.00
53.00,82.00,51.00
65.00,41.00,81.00
66.00,98.00,58.00
38.00,20.00,49.00
98.00,99.00,99.00
30.00,50.00,94.00
92.00,73.00,85.00
67.00,84.00,66.00
44.00,49.00,92.00
24.00,88.00,55.00
81.00,70.00,68.00
46.00,94.00,92.00
87.00,30.00,62.00
88.00,70.00,26.00
34.00,63.00,51.00
43.00,66.00,92.00
58.00,28.00,53.00
61.00,45.00,55.00
33.00,65.00,71.00
49.00,86.00,45.00
63.00,54.00,89.00
39.00,45.00,85.00
70.00,27.00,30.00
78.00,98.00,92.00
23.00,88.00,80.00
38.00,79.00,87.00
67.00,80.00,61.00
83.00,51.00,81.00
56.00,50.00,79.00
57.00,61.00,84.00
39.00,58.00,91.00
93.00,98.00,79.00
30.00,30.00,68.00
66.00,94.00,48.00
98.00,42.00,78.00
40.00,21.00,79.00
72.00,95.00,45.00
74.00,89.00,27.00
70.00,51.00,48.00
56.00,66.00,56.00
21.00,50.00,95.00
24.00,69.00,20.00
95.00,21.00,34.00
55.00,75.00,85.00
41.00,35.00,71.00
23.00,45.00,33.00
55.00,23.00,26.00
79.00,39.00,63.00
21.00,85.00,21.00
60.00,67.00,69.00
81.00,75.00,64.00
67.00,25.00,40.00
63.00,62.00,32.00
29.00,86.00,38.00
88.00,40.00,22.00
23.00,74.00,100.00
55.00,37.00,70.00
40.00,91.00,83.00
52.00,29.00,62.00
27.00,100.00,44.00
89.00,68.00,97.00
49.00,51.00,98.00
42.00,51.00,61.00
98.00,97.00,83.00
91.00,22.00,67.00
78.00,36.00,76.00
74.00,49.00,24.00
41.00,63.00,30.00
37.00,53.00,26.00
45.00,34.00,71.00
34.00,98.00,82.00
82.00,31.00,94.00
36.00,94.00,52.00
85.00,70.00,59.00
52.00,59.00,70.00
94.00,93.00,67.00
86.00,92.00,51.00
22.00,52.00,69.00
53.00,75.00,92.00
68.00,20.00,36.00
49.00,23.00,34.00
71.00,31.00,68.00
73.00,77.00,59.00
52.00,92.00,66.00
23.00,89.00,93.00
47.00,34.00,56.00
93.00,87.00,29.00
38.00,79.00,53.00
98.00,61.00,61.00
58.00,84.00,25.00
73.00,77.00,87.00
40.00,23.00,84.00
76.00,30.00,39.00
42.00,81.00,98.00
82.00,62.00,38.00
